,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,day_of_week_enc_1,day_of_week_enc_2,day_of_week_enc_3,day_of_week_enc_4,day_of_week_enc_5,day_of_week_enc_6,day_of_week_enc_7,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
2451,1411034,2014-11-03,52.609826768818,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Pastry,2014,2014-11-03,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2449,1411032,2014-11-03,385.893487521255,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Roles,2014,2014-11-03,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2448,1411031,2014-11-03,137.822879577546,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Bread,2014,2014-11-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2452,1411035,2014-11-03,318.359097251893,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Cake,2014,2014-11-03,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2453,1411036,2014-11-03,38.5545767035567,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Seasonal products,2014,2014-11-03,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2450,1411033,2014-11-03,152.462083619029,4.0,13.75,12.0,0.0,0.0,0,307,Monday,2014,45,4,0,0,0,0,0,30,1,0,Croissant,2014,2014-11-03,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2454,1411041,2014-11-04,103.123747563607,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Bread,2014,2014-11-04,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2455,1411042,2014-11-04,341.433323177735,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Roles,2014,2014-11-04,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2459,1411046,2014-11-04,23.9427538550048,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Seasonal products,2014,2014-11-04,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2457,1411044,2014-11-04,56.3444577705587,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Pastry,2014,2014-11-04,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2456,1411043,2014-11-04,154.085370382359,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Croissant,2014,2014-11-04,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2458,1411045,2014-11-04,311.112916993953,7.0,11.625,8.0,61.0,0.0,1,308,Tuesday,2014,45,4,0,0,0,0,0,30,1,0,Cake,2014,2014-11-04,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2460,1411051,2014-11-05,113.078967477055,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Bread,2014,2014-11-05,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2461,1411052,2014-11-05,325.21061769105,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Roles,2014,2014-11-05,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2462,1411053,2014-11-05,159.090625700351,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Croissant,2014,2014-11-05,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2463,1411054,2014-11-05,79.5612659468646,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Pastry,2014,2014-11-05,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2465,1411056,2014-11-05,51.4135955980293,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Seasonal products,2014,2014-11-05,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2464,1411055,2014-11-05,293.386428880751,7.0,9.5,11.0,61.0,0.0,2,309,Wednesday,2014,45,4,0,0,0,0,0,30,1,0,Cake,2014,2014-11-05,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2469,1411064,2014-11-06,61.5654831293085,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Pastry,2014,2014-11-06,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2470,1411065,2014-11-06,302.471760829603,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Cake,2014,2014-11-06,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2467,1411062,2014-11-06,367.7203968189,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Roles,2014,2014-11-06,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2466,1411061,2014-11-06,138.399464430445,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Bread,2014,2014-11-06,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2471,1411066,2014-11-06,44.904409068341,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Seasonal products,2014,2014-11-06,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2468,1411063,2014-11-06,146.243073140116,5.0,8.875,10.0,0.0,0.0,3,310,Thursday,2014,45,4,0,0,0,0,0,30,1,0,Croissant,2014,2014-11-06,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2475,1411074,2014-11-07,63.3356111115402,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Pastry,2014,2014-11-07,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2476,1411075,2014-11-07,331.374093763533,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Cake,2014,2014-11-07,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2473,1411072,2014-11-07,352.071739490799,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Roles,2014,2014-11-07,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2474,1411073,2014-11-07,147.571392484558,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Croissant,2014,2014-11-07,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2472,1411071,2014-11-07,125.3258349714,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Bread,2014,2014-11-07,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2477,1411076,2014-11-07,58.3979457835337,0.0,8.625,9.0,10.0,0.0,4,311,Friday,2014,45,4,0,0,0,0,0,30,1,0,Seasonal products,2014,2014-11-07,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2491,1411102,2014-11-10,316.334010323171,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Roles,2014,2014-11-10,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2490,1411101,2014-11-10,132.450933802593,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Bread,2014,2014-11-10,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2494,1411105,2014-11-10,260.94958385302,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Cake,2014,2014-11-10,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2495,1411106,2014-11-10,26.7954419057105,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Seasonal products,2014,2014-11-10,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2492,1411103,2014-11-10,135.031553992339,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Croissant,2014,2014-11-10,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2493,1411104,2014-11-10,71.5877599076694,6.0,8.75,7.0,61.0,0.0,0,314,Monday,2014,46,4,0,0,0,0,0,30,2,0,Pastry,2014,2014-11-10,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2498,1411113,2014-11-11,120.901976854138,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Croissant,2014,2014-11-11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2496,1411111,2014-11-11,122.885078853966,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Bread,2014,2014-11-11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2499,1411114,2014-11-11,69.4491859213357,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Pastry,2014,2014-11-11,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2500,1411115,2014-11-11,274.567367361137,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Cake,2014,2014-11-11,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2501,1411116,2014-11-11,66.2692316252081,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Seasonal products,2014,2014-11-11,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2497,1411112,2014-11-11,297.976942376189,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,2014,46,4,0,0,0,0,0,30,2,0,Roles,2014,2014-11-11,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2504,1411123,2014-11-12,118.807593053289,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Croissant,2014,2014-11-12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2502,1411121,2014-11-12,95.3481999188746,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Bread,2014,2014-11-12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2506,1411125,2014-11-12,271.038875100822,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Cake,2014,2014-11-12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2505,1411124,2014-11-12,55.9875188664014,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Pastry,2014,2014-11-12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2507,1411126,2014-11-12,60.3046304170933,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Seasonal products,2014,2014-11-12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2503,1411122,2014-11-12,341.294225591248,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,2014,46,4,0,0,0,0,0,30,2,0,Roles,2014,2014-11-12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2512,1411135,2014-11-13,300.536047097898,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Cake,2014,2014-11-13,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2508,1411131,2014-11-13,143.750350209673,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Bread,2014,2014-11-13,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2509,1411132,2014-11-13,313.889092710271,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Roles,2014,2014-11-13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2511,1411134,2014-11-13,72.5288404761461,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Pastry,2014,2014-11-13,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2510,1411133,2014-11-13,141.896558357674,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Croissant,2014,2014-11-13,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2513,1411136,2014-11-13,63.2351828959052,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,2014,46,4,0,0,0,0,0,30,2,0,Seasonal products,2014,2014-11-13,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2514,1411141,2014-11-14,133.77429991274,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Bread,2014,2014-11-14,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2515,1411142,2014-11-14,333.817583254463,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Roles,2014,2014-11-14,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2517,1411144,2014-11-14,69.9956456436556,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Pastry,2014,2014-11-14,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2516,1411143,2014-11-14,120.276344081256,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Croissant,2014,2014-11-14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2519,1411146,2014-11-14,59.0315464290955,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Seasonal products,2014,2014-11-14,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2518,1411145,2014-11-14,270.170738666878,7.0,10.75,10.0,10.0,0.0,4,318,Friday,2014,46,4,0,0,0,0,0,30,2,0,Cake,2014,2014-11-14,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2525,1411156,2014-11-15,41.7599504315043,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Seasonal products,2014,2014-11-15,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2521,1411152,2014-11-15,422.089000189331,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Roles,2014,2014-11-15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2524,1411155,2014-11-15,272.111564708918,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Cake,2014,2014-11-15,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2522,1411153,2014-11-15,167.04077705486,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Croissant,2014,2014-11-15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2523,1411154,2014-11-15,68.7913641000038,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Pastry,2014,2014-11-15,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2520,1411151,2014-11-15,157.956829595601,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,2014,46,4,1,0,0,0,0,30,3,0,Bread,2014,2014-11-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2527,1411162,2014-11-16,657.334905297112,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Roles,2014,2014-11-16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
2528,1411163,2014-11-16,201.424733292503,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Croissant,2014,2014-11-16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3
2529,1411164,2014-11-16,84.7844611971686,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Pastry,2014,2014-11-16,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4
2530,1411165,2014-11-16,302.56395917644,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Cake,2014,2014-11-16,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5
2531,1411166,2014-11-16,74.0088295785316,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Seasonal products,2014,2014-11-16,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,6
2526,1411161,2014-11-16,69.2794517983636,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,2014,46,4,1,0,0,0,0,30,3,0,Bread,2014,2014-11-16,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
2534,1411173,2014-11-17,142.187975485762,7.0,9.625,7.0,10.0,0.0,0,321,Monday,2014,47,4,0,0,0,0,0,30,3,0,Croissant,2014,2014-11-17,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2533,1411172,2014-11-17,332.904975201731,7.0,9.625,7.0,10.0,0.0,0,321,Monday,2014,47,4,0,0,0,0,0,30,3,0,Roles,2014,2014-11-17,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2535,1411174,2014-11-17,101.570428265055,7.0,9.625,7.0,10.0,0.0,0,321,Monday,2014,47,4,0,0,0,0,0,30,3,0,Pastry,2014,2014-11-17,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2536,1411175,2014-11-17,291.791673557402,7.0,9.625,7.0,10.0,0.0,0,321,Monday,2014,47,4,0,0,0,0,0,30,3,0,Cake,2014,2014-11-17,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2532,1411171,2014-11-17,138.752246637463,7.0,9.625,7.0,10.0,0.0,0,321,Monday,2014,47,4,0,0,0,0,0,30,3,0,Bread,2014,2014-11-17,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2539,1411183,2014-11-18,153.386557030339,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Croissant,2014,2014-11-18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2537,1411181,2014-11-18,134.68843263499,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Bread,2014,2014-11-18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2540,1411184,2014-11-18,55.795195679035,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Pastry,2014,2014-11-18,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2542,1411186,2014-11-18,19.7783554460711,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Seasonal products,2014,2014-11-18,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2538,1411182,2014-11-18,263.379736825833,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Roles,2014,2014-11-18,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2541,1411185,2014-11-18,217.233982595645,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,2014,47,4,0,0,0,0,0,30,3,0,Cake,2014,2014-11-18,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2547,1411196,2014-11-19,29.2620026644154,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,2014,47,4,0,0,0,0,0,30,3,0,Seasonal products,2014,2014-11-19,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2545,1411193,2014-11-19,116.091362635133,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,2014,47,4,0,0,0,0,0,30,3,0,Croissant,2014,2014-11-19,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2546,1411195,2014-11-19,218.316894752112,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,2014,47,4,0,0,0,0,0,30,3,0,Cake,2014,2014-11-19,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2543,1411191,2014-11-19,131.262024072649,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,2014,47,4,0,0,0,0,0,30,3,0,Bread,2014,2014-11-19,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2544,1411192,2014-11-19,289.909258530776,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,2014,47,4,0,0,0,0,0,30,3,0,Roles,2014,2014-11-19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2553,1411206,2014-11-20,56.2274579096792,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Seasonal products,2014,2014-11-20,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6
2549,1411202,2014-11-20,281.963424468143,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Roles,2014,2014-11-20,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2552,1411205,2014-11-20,247.239241255711,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Cake,2014,2014-11-20,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2548,1411201,2014-11-20,131.314789763352,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Bread,2014,2014-11-20,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2550,1411203,2014-11-20,122.334994595738,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Croissant,2014,2014-11-20,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
2551,1411204,2014-11-20,53.0426254821259,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,2014,47,4,0,0,0,0,0,30,3,0,Pastry,2014,2014-11-20,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2558,1411215,2014-11-21,274.884916134966,6.0,6.5,5.0,61.0,0.0,4,325,Friday,2014,47,4,0,0,0,0,0,30,3,0,Cake,2014,2014-11-21,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
2557,1411214,2014-11-21,60.7169885432116,6.0,6.5,5.0,61.0,0.0,4,325,Friday,2014,47,4,0,0,0,0,0,30,3,0,Pastry,2014,2014-11-21,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
2556,1411213,2014-11-21,154.17927135207,6.0,6.5,5.0,61.0,0.0,4,325,Friday,2014,47,4,0,0,0,0,0,30,3,0,Croissant,2014,2014-11-21,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
