,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage,Feiertag_Bereich_enc_0,Feiertag_Bereich_enc_1,Feiertag_Bundesland_enc_0,Feiertag_Bundesland_enc_1,Feiertag_enc_1.0,Feiertag_enc_2.0,Feiertag_enc_3.0,Feiertag_enc_4.0,Feiertag_enc_5.0,Wochentag_enc_1,Wochentag_enc_2,Wochentag_enc_3,Wochentag_enc_4,Wochentag_enc_5,Wochentag_enc_6,Wochentag_enc_7,Monat_1,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12,Jahr_2013,Jahr_2014,Jahr_2015,Jahr_2016,Jahr_2017,Jahr_2018,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Monat,Saison,Saison_enc_1,Saison_enc_2,Saison_enc_3,Saison_enc_4,Produktgruppe_enc
10,1307111,2013-07-11,138.5494,0.0,21.375,12.0,5.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
11,1307121,2013-07-12,101.44751,0.0,20.2875,7.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
12,1307131,2013-07-13,141.2333,1.0,20.125,12.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
13,1307141,2013-07-14,112.52437,5.0,17.6875,15.0,5.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
14,1307151,2013-07-15,161.26468,6.0,18.7375,12.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
15,1307161,2013-07-16,116.82136,1.0,21.1875,10.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
16,1307171,2013-07-17,150.57292,5.0,22.5125,8.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
17,1307181,2013-07-18,101.90072,1.0,23.25,11.0,5.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
18,1307191,2013-07-19,161.63512,3.0,22.475,16.0,5.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
19,1307201,2013-07-20,134.32808,0.0,23.1875,8.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
20,1307211,2013-07-21,66.28876,0.0,26.375,8.0,,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
21,1307221,2013-07-22,131.22395,0.0,26.1,9.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
22,1307231,2013-07-23,110.31525,0.0,24.95,12.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
23,1307241,2013-07-24,141.8919,3.0,24.075,11.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
24,1307251,2013-07-25,167.70122,2.0,23.0875,9.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
25,1307261,2013-07-26,147.27208,3.0,27.2625,6.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
26,1307271,2013-07-27,161.40335,1.0,26.1625,10.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
27,1307281,2013-07-28,86.07914,4.0,24.8875,13.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
28,1307291,2013-07-29,183.56416,1.0,22.7875,10.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
29,1307301,2013-07-30,132.11163,5.0,21.075,13.0,21.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
30,1307311,2013-07-31,144.74544,5.0,20.275,16.0,65.0,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
31,1308011,2013-08-01,157.85402,6.0,23.4,7.0,21.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
32,1308021,2013-08-02,117.359344,0.0,31.4375,7.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
33,1308031,2013-08-03,186.02718,4.0,23.3625,11.0,63.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
34,1308041,2013-08-04,104.70821,3.0,23.05,8.0,,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
35,1308051,2013-08-05,146.77531,0.0,25.8,10.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
36,1308061,2013-08-06,131.95628,5.0,22.225,13.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
37,1308071,2013-08-07,160.59341,4.0,19.2125,8.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
38,1308081,2013-08-08,153.09943,7.0,16.975,12.0,20.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
39,1308091,2013-08-09,125.620346,4.0,20.3375,10.0,21.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
40,1308101,2013-08-10,185.17717,7.0,19.3625,12.0,61.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
41,1308111,2013-08-11,73.20883,7.0,16.3875,9.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
42,1308121,2013-08-12,154.50473,7.0,16.45,11.0,63.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
43,1308131,2013-08-13,134.06445,3.0,16.4,16.0,95.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
44,1308141,2013-08-14,156.9725,4.0,18.2625,18.0,61.0,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
45,1308151,2013-08-15,164.7638,3.0,19.8,8.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
46,1308161,2013-08-16,147.798,4.0,23.575,11.0,0.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
47,1308171,2013-08-17,221.63042,6.0,20.55,7.0,0.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
48,1308181,2013-08-18,92.48978,7.0,18.5875,10.0,63.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
49,1308191,2013-08-19,145.87914,5.0,18.4875,8.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
50,1308201,2013-08-20,111.8424,7.0,17.775,8.0,61.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
51,1308211,2013-08-21,125.336525,5.0,20.125,8.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
52,1308221,2013-08-22,132.91643,4.0,21.6625,8.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
53,1308231,2013-08-23,162.95895,1.0,22.0375,14.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
54,1308241,2013-08-24,201.5431,0.0,20.85,16.0,5.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
55,1308251,2013-08-25,83.022675,0.0,21.3875,16.0,5.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
56,1308261,2013-08-26,165.82903,0.0,20.125,15.0,5.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
57,1308271,2013-08-27,118.47365,1.0,21.0875,12.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
58,1308281,2013-08-28,108.87699,0.0,21.3,7.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
59,1308291,2013-08-29,178.17802,3.0,20.2125,11.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
60,1308301,2013-08-30,133.15083,6.0,19.7875,8.0,5.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
61,1308311,2013-08-31,130.82132,5.0,18.35,16.0,21.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
62,1309011,2013-09-01,95.97043,7.0,15.8625,16.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
63,1309021,2013-09-02,138.40872,7.0,16.575,17.0,63.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
64,1309031,2013-09-03,138.82562,7.0,18.225,11.0,21.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
65,1309041,2013-09-04,100.22197,7.0,18.125,5.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
66,1309051,2013-09-05,173.6581,0.0,21.7,8.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
67,1309061,2013-09-06,171.41518,0.0,24.7,9.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
68,1309071,2013-09-07,186.03406,6.0,22.7625,7.0,,,Brot,Samstag,,,,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
69,1309081,2013-09-08,88.89259,7.0,20.1625,8.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
70,1309091,2013-09-09,169.35997,8.0,11.575,11.0,63.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
71,1309101,2013-09-10,89.69445,6.0,13.5875,11.0,65.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
72,1309111,2013-09-11,103.363686,6.0,13.9,8.0,61.0,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
73,1309121,2013-09-12,106.4744,6.0,16.1125,6.0,61.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
74,1309131,2013-09-13,122.56463,6.0,17.4375,5.0,21.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
75,1309141,2013-09-14,174.93881,5.0,17.625,10.0,63.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
76,1309151,2013-09-15,55.196007,7.0,14.8625,10.0,21.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
77,1309161,2013-09-16,146.76024,3.0,13.1375,13.0,21.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
78,1309171,2013-09-17,136.11804,5.0,13.1375,10.0,63.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
79,1309181,2013-09-18,152.25508,4.0,13.05,9.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
