id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Monat,Jahr,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage
1308181,2013-08-18,1,92.48978,7,18.5875,10,63,,Brot,Sonntag,8,2013,,,,False,False,False,False,False,False,False,False
1308191,2013-08-19,1,145.87914,5,18.4875,8,,,Brot,Montag,8,2013,,,,False,False,False,False,False,False,False,False
1308201,2013-08-20,1,111.8424,7,17.775,8,61,,Brot,Dienstag,8,2013,,,,False,False,False,False,False,False,False,False
1308211,2013-08-21,1,125.336525,5,20.125,8,,,Brot,Mittwoch,8,2013,,,,False,False,False,False,False,False,False,False
1308221,2013-08-22,1,132.91643,4,21.6625,8,,,Brot,Donnerstag,8,2013,,,,False,False,False,False,False,False,False,False
1308231,2013-08-23,1,162.95895,1,22.0375,14,,,Brot,Freitag,8,2013,,,,False,False,False,False,False,False,False,False
1308241,2013-08-24,1,201.5431,0,20.85,16,5,,Brot,Samstag,8,2013,,,,False,False,False,False,False,False,False,False
1308251,2013-08-25,1,83.022675,0,21.3875,16,5,,Brot,Sonntag,8,2013,,,,False,False,False,False,False,False,False,False
1308261,2013-08-26,1,165.82903,0,20.125,15,5,,Brot,Montag,8,2013,,,,False,False,False,False,False,False,False,False
1308271,2013-08-27,1,118.47365,1,21.0875,12,,,Brot,Dienstag,8,2013,,,,False,False,False,False,False,False,False,False
1308281,2013-08-28,1,108.87699,0,21.3,7,,,Brot,Mittwoch,8,2013,,,,False,False,False,False,False,False,False,False
1308291,2013-08-29,1,178.17802,3,20.2125,11,,,Brot,Donnerstag,8,2013,,,,False,False,False,False,False,False,False,False
1308301,2013-08-30,1,133.15083,6,19.7875,8,5,,Brot,Freitag,8,2013,,,,False,False,False,False,False,False,False,False
1308311,2013-08-31,1,130.82132,5,18.35,16,21,,Brot,Samstag,8,2013,,,,False,False,False,False,False,False,False,False
1309011,2013-09-01,1,95.97043,7,15.8625,16,61,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
1309021,2013-09-02,1,138.40872,7,16.575,17,63,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
1309031,2013-09-03,1,138.82562,7,18.225,11,21,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
1309041,2013-09-04,1,100.22197,7,18.125,5,,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
1309051,2013-09-05,1,173.6581,0,21.7,8,,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
1309061,2013-09-06,1,171.41518,0,24.7,9,,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
1309071,2013-09-07,1,186.03406,6,22.7625,7,,,Brot,Samstag,9,2013,,,,False,False,False,False,True,False,False,False
1309081,2013-09-08,1,88.89259,7,20.1625,8,61,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
1309091,2013-09-09,1,169.35997,8,11.575,11,63,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
1309101,2013-09-10,1,89.69445,6,13.5875,11,65,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
1309111,2013-09-11,1,103.363686,6,13.9,8,61,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
1309121,2013-09-12,1,106.4744,6,16.1125,6,61,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
1309131,2013-09-13,1,122.56463,6,17.4375,5,21,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
1309141,2013-09-14,1,174.93881,5,17.625,10,63,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
1309151,2013-09-15,1,55.196007,7,14.8625,10,21,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
1309161,2013-09-16,1,146.76024,3,13.1375,13,21,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
1309171,2013-09-17,1,136.11804,5,13.1375,10,63,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
1309181,2013-09-18,1,152.25508,4,13.05,9,,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
1309191,2013-09-19,1,148.67499,5,14.8375,11,63,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
1309201,2013-09-20,1,110.15925,7,13.525,6,,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
1309211,2013-09-21,1,178.26389,7,15.35,9,,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
1309221,2013-09-22,1,86.6669,6,17.1375,14,21,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
1309231,2013-09-23,1,111.12841,7,17.3125,14,21,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
1309241,2013-09-24,1,139.64145,8,15.7375,10,,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
1309251,2013-09-25,1,117.94119,6,13.5375,7,61,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
1309261,2013-09-26,1,203.31435,1,12.9875,12,,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
1309271,2013-09-27,1,135.5073,5,13.0125,8,21,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
1309281,2013-09-28,1,134.61375,0,13.1,8,,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
1309291,2013-09-29,1,68.63169,3,14.175,12,,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
1309301,2013-09-30,1,156.50244,1,12.825,14,,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
1310011,2013-10-01,1,123.39754,0,12.9125,13,5,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310021,2013-10-02,1,196.72096,1,12.7,10,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310031,2013-10-03,1,75.23373,0,11.7625,12,5,,Brot,Donnerstag,10,2013,bundesweit,Schleswig-Holstein,Tag der Deutschen Einheit,False,False,False,False,False,False,False,False
1310041,2013-10-04,1,156.06612,5,11.2,8,63,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310051,2013-10-05,1,152.28076,7,15.575,8,20,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310061,2013-10-06,1,92.480576,7,15.25,6,,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310071,2013-10-07,1,124.841545,1,16.275,7,,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310081,2013-10-08,1,96.8671,6,15.1125,8,61,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310091,2013-10-09,1,149.76176,7,14.3125,10,21,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310101,2013-10-10,1,119.300285,5,10.975,6,,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1310111,2013-10-11,1,123.23482,7,13.8625,20,10,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310121,2013-10-12,1,140.26242,8,13.025,21,63,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310131,2013-10-13,1,42.99679,5,10.8625,5,,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310141,2013-10-14,1,109.86375,2,12.525,6,,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310151,2013-10-15,1,130.43181,7,10.6625,4,63,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310161,2013-10-16,1,146.07059,8,12.275,7,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310171,2013-10-17,1,89.941185,7,12.0,15,65,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1310181,2013-10-18,1,111.233696,1,9.075,9,,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310191,2013-10-19,1,121.59086,7,9.45,9,,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310201,2013-10-20,1,70.14198,7,15.1875,8,21,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310211,2013-10-21,1,122.98787,7,14.2625,8,61,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310221,2013-10-22,1,111.927086,2,17.6375,7,,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310231,2013-10-23,1,125.81602,6,17.675,9,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310241,2013-10-24,1,123.16341,5,12.6875,12,61,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1310251,2013-10-25,1,113.66186,7,11.8875,7,61,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310261,2013-10-26,1,161.6788,5,16.775,10,21,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310271,2013-10-27,1,102.355194,6,14.9875,16,65,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310281,2013-10-28,1,129.4822,7,14.3625,29,63,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310291,2013-10-29,1,112.2859,7,10.775,17,63,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310301,2013-10-30,1,121.50608,6,10.4375,10,61,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310311,2013-10-31,1,133.72354,5,11.1625,13,21,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1311011,2013-11-01,1,100.18216,8,10.625,9,63,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311021,2013-11-02,1,149.17235,8,8.8875,3,63,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311031,2013-11-03,1,97.45328,6,10.7,15,21,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311041,2013-11-04,1,137.86426,7,6.8375,7,63,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311051,2013-11-05,1,103.700264,4,8.9,12,61,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311061,2013-11-06,1,109.097,4,8.1375,12,63,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311071,2013-11-07,1,118.470604,6,9.5,10,61,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311081,2013-11-08,1,132.79625,3,9.325,9,,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311091,2013-11-09,1,99.93179,5,7.7,16,63,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311101,2013-11-10,1,108.56166,2,6.9875,12,63,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311111,2013-11-11,1,124.58048,2,8.3125,5,,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311121,2013-11-12,1,111.97087,7,5.9375,9,61,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311131,2013-11-13,1,78.038246,1,8.8,12,0,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311141,2013-11-14,1,121.18022,5,6.9375,9,21,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311151,2013-11-15,1,122.769295,7,6.45,6,21,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311161,2013-11-16,1,126.793396,8,8.875,12,,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311171,2013-11-17,1,74.394516,2,8.8875,8,0,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311181,2013-11-18,1,129.10904,7,6.65,5,63,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311191,2013-11-19,1,106.90612,8,5.8375,8,61,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311201,2013-11-20,1,124.324615,6,3.85,6,,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311211,2013-11-21,1,144.35992,2,3.275,8,10,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311221,2013-11-22,1,107.96273,7,5.375,10,21,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311231,2013-11-23,1,96.51968,3,4.9125,6,,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311241,2013-11-24,1,76.412,0,4.6,16,,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311251,2013-11-25,1,129.81993,0,3.7,10,,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311261,2013-11-26,1,123.4317,2,2.3125,6,,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311271,2013-11-27,1,93.53214,8,7.3125,12,61,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311281,2013-11-28,1,128.84242,2,8.025,18,,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311291,2013-11-29,1,104.96646,8,5.9875,11,63,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311301,2013-11-30,1,104.09004,7,5.525,10,20,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1312011,2013-12-01,1,68.076225,5,8.6625,20,61,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312021,2013-12-02,1,113.931496,0,3.0625,4,10,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312031,2013-12-03,1,94.76586,8,1.7125,6,28,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312041,2013-12-04,1,128.92285,7,5.85,11,63,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312051,2013-12-05,1,120.9747,7,4.4625,24,63,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312061,2013-12-06,1,112.01565,6,1.7875,25,73,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312071,2013-12-07,1,121.40856,5,1.0,11,22,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312081,2013-12-08,1,36.26502,8,6.975,16,63,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312091,2013-12-09,1,134.68056,7,9.2375,10,45,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312101,2013-12-10,1,104.352036,7,7.1875,8,61,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312111,2013-12-11,1,85.90798,7,5.025,9,10,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312121,2013-12-12,1,88.20754,8,2.525,8,28,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312131,2013-12-13,1,85.53249,7,3.5375,6,61,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312141,2013-12-14,1,120.78774,7,3.0125,7,61,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312151,2013-12-15,1,71.53522,8,7.925,12,61,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312161,2013-12-16,1,120.791214,8,8.775,12,,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312171,2013-12-17,1,74.62833,8,4.95,8,61,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312181,2013-12-18,1,86.41152,7,6.85,8,10,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312191,2013-12-19,1,101.589645,7,7.4,10,63,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312201,2013-12-20,1,114.601,7,5.2875,10,61,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312211,2013-12-21,1,124.54176,8,6.5625,13,63,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312221,2013-12-22,1,41.730045,7,8.1375,12,61,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312231,2013-12-23,1,183.609,3,5.4875,10,,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312241,2013-12-24,1,220.33067,7,11.4375,18,61,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312271,2013-12-27,1,152.36743,7,5.7625,15,63,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312291,2013-12-29,1,131.26729,7,5.7125,9,63,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312301,2013-12-30,1,126.58984,4,4.75,11,10,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312311,2013-12-31,1,211.39084,4,5.0375,7,,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1401021,2014-01-02,1,153.16649,7,6.25,9,63,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401031,2014-01-03,1,109.484764,7,6.8375,10,63,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401041,2014-01-04,1,116.25054,5,6.9375,11,,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401051,2014-01-05,1,67.78999,7,6.1875,11,63,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401061,2014-01-06,1,146.91107,7,7.9125,11,65,,Brot,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401071,2014-01-07,1,147.54576,7,10.4375,13,,,Brot,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401081,2014-01-08,1,99.906876,7,8.6375,15,63,,Brot,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401091,2014-01-09,1,113.54153,7,9.6125,16,61,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401101,2014-01-10,1,119.05554,7,6.6375,17,61,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401111,2014-01-11,1,127.95986,7,5.5875,18,63,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401121,2014-01-12,1,83.40175,2,5.525,16,21,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401131,2014-01-13,1,103.99403,8,3.1375,10,69,,Brot,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401141,2014-01-14,1,166.34753,6,4.225,6,28,,Brot,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401151,2014-01-15,1,139.04257,7,3.228571,7,28,,Brot,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401161,2014-01-16,1,117.77912,8,2.7375,9,63,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401171,2014-01-17,1,94.79384,7,6.7375,4,61,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401181,2014-01-18,1,102.63365,7,5.8875,8,61,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401191,2014-01-19,1,53.00147,7,2.8625,19,10,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401201,2014-01-20,1,99.68194,8,0.3875,13,61,,Brot,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401211,2014-01-21,1,116.7846,7,-0.65,7,77,,Brot,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401221,2014-01-22,1,102.34442,8,-3.1125,14,22,,Brot,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401231,2014-01-23,1,105.74027,8,-3.1875,11,22,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401241,2014-01-24,1,143.16444,2,-5.1625,13,10,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401251,2014-01-25,1,129.09233,5,-7.0375,8,,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401261,2014-01-26,1,65.48833,1,-8.475,10,10,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401271,2014-01-27,1,177.79764,5,0.7,9,69,,Brot,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401281,2014-01-28,1,63.984474,7,-0.2625,10,10,,Brot,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401291,2014-01-29,1,75.11563,7,-5.05,13,77,,Brot,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401301,2014-01-30,1,140.79419,7,-4.4875,8,77,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401311,2014-01-31,1,133.30348,8,-3.6875,7,10,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1402011,2014-02-01,1,101.932144,7,3.225,10,63,,Brot,Samstag,2,2014,,,,False,False,False,False,False,False,False,False
1402021,2014-02-02,1,76.75749,0,5.4875,8,,,Brot,Sonntag,2,2014,,,,False,False,False,False,False,False,False,False
1402031,2014-02-03,1,154.3231,1,3.475,8,10,,Brot,Montag,2,2014,,,,False,False,False,False,False,False,False,False
