,Unnamed: 0,Datum,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz
181,181.0,2012-04-19,,2.0,14.2375,14.0,,,,
182,182.0,2012-04-20,,6.0,9.225,10.0,95.0,,,
183,183.0,2012-04-21,,6.0,12.2,10.0,91.0,,,
184,184.0,2012-04-22,,6.0,9.9875,10.0,80.0,,,
185,185.0,2012-04-23,,6.0,9.95,10.0,81.0,,,
186,186.0,2012-04-24,,7.0,10.0,8.0,61.0,,,
187,187.0,2012-04-25,,6.0,11.6375,12.0,,,,
188,188.0,2012-04-26,,6.0,14.1875,14.0,60.0,,,
189,189.0,2012-04-27,,5.0,14.925,12.0,25.0,,,
190,190.0,2012-04-28,,6.0,9.5125,18.0,61.0,,,
191,191.0,2012-04-29,,7.0,11.4625,23.0,,,,
192,192.0,2012-04-30,,3.0,16.2375,8.0,,,,
193,193.0,2012-05-01,,5.0,13.4125,19.0,,,,
194,194.0,2012-05-02,,1.0,13.45,12.0,,,,
195,195.0,2012-05-03,,6.0,16.6,8.0,,,,
196,196.0,2012-05-04,,7.0,12.65,10.0,80.0,,,
197,197.0,2012-05-05,,2.0,10.5,8.0,,,,
198,198.0,2012-05-06,,5.0,8.6,8.0,,,,
199,199.0,2012-05-07,,7.0,7.575,6.0,61.0,,,
200,200.0,2012-05-08,,6.0,16.075,8.0,,,,
201,201.0,2012-05-09,,6.0,16.85,10.0,81.0,,,
202,202.0,2012-05-10,,7.0,17.85,12.0,61.0,,,
203,203.0,2012-05-11,,5.0,16.525,19.0,,,,
204,204.0,2012-05-12,,5.0,9.3875,23.0,80.0,,,
205,205.0,2012-05-13,,6.0,11.0125,10.0,,,,
206,206.0,2012-05-14,,6.0,14.525,12.0,,,,
207,207.0,2012-05-15,,7.0,11.45,10.0,,,,
208,208.0,2012-05-16,,6.0,8.8875,19.0,80.0,,,
209,209.0,2012-05-17,,4.0,10.8125,18.0,3.0,,,
210,210.0,2012-05-18,,6.0,16.2125,10.0,,,,
211,211.0,2012-05-19,,5.0,17.7625,6.0,,,,
212,212.0,2012-05-20,,6.0,18.475,10.0,,,,
213,213.0,2012-05-21,,5.0,18.514285,14.0,,,,
214,214.0,2012-05-22,,4.0,19.2,12.0,,,,
215,215.0,2012-05-23,,4.0,18.2375,14.0,,,,
216,216.0,2012-05-24,,0.0,18.8625,12.0,,,,
217,217.0,2012-05-25,,0.0,19.85,10.0,,,,
218,218.0,2012-05-26,,4.0,21.45,8.0,,,,
219,219.0,2012-05-27,,1.0,19.875,10.0,,,,
220,220.0,2012-05-28,,2.0,22.8375,14.0,,,,
221,221.0,2012-05-29,,4.0,15.35,12.0,,,,
222,222.0,2012-05-30,,6.0,12.9375,14.0,,,,
223,223.0,2012-05-31,,7.0,13.2625,10.0,61.0,,,
224,224.0,2012-06-01,,4.0,12.8875,19.0,25.0,,,
225,225.0,2012-06-02,,4.0,12.4625,16.0,25.0,,,
226,226.0,2012-06-03,,7.0,12.35,12.0,,,,
227,227.0,2012-06-04,,7.0,13.2125,14.0,,,,
228,228.0,2012-06-05,,5.0,13.2125,16.0,25.0,,,
229,229.0,2012-06-06,,7.0,13.8375,10.0,61.0,,,
230,230.0,2012-06-07,,7.0,15.1875,10.0,51.0,,,
231,231.0,2012-06-08,,4.0,19.3375,12.0,95.0,,,
232,232.0,2012-06-09,,6.0,14.6,14.0,61.0,,,
233,233.0,2012-06-10,,6.0,15.0,16.0,51.0,,,
234,234.0,2012-06-11,,3.0,16.525,8.0,,,,
235,235.0,2012-06-12,,7.0,14.1125,6.0,63.0,,,
236,236.0,2012-06-13,,4.0,15.1625,12.0,,,,
237,237.0,2012-06-14,,6.0,14.05,12.0,,,,
238,238.0,2012-06-15,,7.0,18.3125,8.0,63.0,,,
239,239.0,2012-06-16,,6.0,18.4625,10.0,25.0,,,
240,240.0,2012-06-17,,6.0,16.9625,14.0,25.0,,,
241,241.0,2012-06-18,,6.0,19.5875,19.0,95.0,,,
242,242.0,2012-06-19,,6.0,17.3125,6.0,,,,
243,243.0,2012-06-20,,6.0,17.65,12.0,,,,
244,244.0,2012-06-21,,4.0,18.5125,16.0,,,,
245,245.0,2012-06-22,,4.0,18.325,14.0,29.0,,,
246,246.0,2012-06-23,,6.0,16.8875,12.0,80.0,,,
247,247.0,2012-06-24,,8.0,12.875,12.0,63.0,,,
248,248.0,2012-06-25,,6.0,13.8875,18.0,80.0,,,
249,249.0,2012-06-26,,6.0,14.3,18.0,20.0,,,
250,250.0,2012-06-27,,8.0,14.5625,10.0,,,,
251,251.0,2012-06-28,,6.0,18.2625,8.0,,,,
252,252.0,2012-06-29,,6.0,22.75,8.0,95.0,,,
253,253.0,2012-06-30,,5.0,23.1375,10.0,,,,
254,254.0,2012-07-01,,4.0,19.5125,14.0,,,,
255,255.0,2012-07-02,,6.0,19.4375,10.0,,,,
256,256.0,2012-07-03,,3.0,20.5375,12.0,,,,
257,257.0,2012-07-04,,5.0,19.95,12.0,,,,
258,258.0,2012-07-05,,7.0,17.2625,12.0,10.0,,,
259,259.0,2012-07-06,,7.0,18.5375,10.0,60.0,,,
260,260.0,2012-07-07,,7.0,20.7875,4.0,,,,
261,261.0,2012-07-08,,5.0,22.975,10.0,95.0,,,
262,262.0,2012-07-09,,7.0,16.5,16.0,61.0,,,
263,263.0,2012-07-10,,6.0,18.825,14.0,1.0,,,
264,264.0,2012-07-11,,6.0,17.15,14.0,29.0,,,
265,265.0,2012-07-12,,5.0,15.4875,14.0,81.0,,,
266,266.0,2012-07-13,,6.0,17.0875,6.0,21.0,,,
267,267.0,2012-07-14,,6.0,17.9125,19.0,25.0,,,
268,268.0,2012-07-15,,5.0,16.375,16.0,25.0,,,
269,269.0,2012-07-16,,5.0,16.875,16.0,80.0,,,
270,270.0,2012-07-17,,5.0,17.1375,18.0,80.0,,,
271,271.0,2012-07-18,,7.0,16.95,6.0,63.0,,,
272,272.0,2012-07-19,,7.0,15.8125,16.0,81.0,,,
273,273.0,2012-07-20,,6.0,15.25,16.0,80.0,,,
274,274.0,2012-07-21,,6.0,16.1625,16.0,,,,
275,275.0,2012-07-22,,4.0,18.325,12.0,,,,
276,276.0,2012-07-23,,2.0,22.483333,12.0,,,,
277,277.0,2012-07-25,,1.0,25.65,8.0,,,,
278,278.0,2012-07-26,,1.0,22.5875,8.0,,,,
279,279.0,2012-07-27,,1.0,26.075,10.0,,,,
280,280.0,2012-07-28,,7.0,18.95,14.0,63.0,,,
281,281.0,2012-07-29,,7.0,16.0375,8.0,61.0,,,
282,282.0,2012-07-30,,6.0,15.1875,10.0,95.0,,,
283,283.0,2012-07-31,,5.0,17.1625,12.0,,,,
284,284.0,2012-08-01,,6.0,21.0625,6.0,,,,
285,285.0,2012-08-02,,6.0,22.725,10.0,29.0,,,
286,286.0,2012-08-03,,4.0,20.6875,10.0,91.0,,,
287,287.0,2012-08-04,,6.0,18.225,6.0,61.0,,,
288,288.0,2012-08-05,,6.0,21.6125,4.0,,,,
289,289.0,2012-08-06,,5.0,19.575,16.0,80.0,,,
290,290.0,2012-08-07,,6.0,17.3125,14.0,80.0,,,
291,291.0,2012-08-08,,4.0,17.9,16.0,80.0,,,
292,292.0,2012-08-09,,5.0,18.35,12.0,,,,
293,293.0,2012-08-10,,6.0,17.3,14.0,25.0,,,
294,294.0,2012-08-11,,2.0,18.85,10.0,,,,
295,295.0,2012-08-12,,1.0,19.7875,12.0,,,,
296,296.0,2012-08-13,,2.0,20.0375,14.0,,,,
297,297.0,2012-08-14,,2.0,20.1625,12.0,,,,
298,298.0,2012-08-15,,1.0,20.4,14.0,,,,
299,299.0,2012-08-16,,6.0,17.325,10.0,63.0,,,
300,300.0,2012-08-17,,5.0,21.9375,8.0,,,,
301,301.0,2012-08-18,,6.0,27.525,8.0,,,,
302,302.0,2012-08-19,,2.0,26.875,8.0,,,,
303,303.0,2012-08-20,,3.0,26.15,16.0,,,,
304,304.0,2012-08-21,,6.0,20.8125,6.0,,,,
305,305.0,2012-08-22,,4.0,20.0125,18.0,,,,
306,306.0,2012-08-23,,5.0,19.8375,18.0,80.0,,,
307,307.0,2012-08-24,,7.0,16.2625,4.0,61.0,,,
308,308.0,2012-08-25,,6.0,18.8625,8.0,80.0,,,
309,309.0,2012-08-26,,6.0,17.325,14.0,95.0,,,
310,310.0,2012-08-27,,2.0,17.8625,12.0,,,,
311,311.0,2012-08-28,,7.0,19.5875,8.0,61.0,,,
312,312.0,2012-08-29,,4.0,20.6625,8.0,3.0,,,
313,313.0,2012-08-30,,7.0,19.2375,6.0,,,,
314,314.0,2012-08-31,,3.0,17.2875,14.0,,,,
315,315.0,2012-09-01,,6.0,16.6,12.0,,,,
316,316.0,2012-09-02,,6.0,19.15,14.0,,,,
317,317.0,2012-09-03,,4.0,19.475,12.0,,,,
318,318.0,2012-09-04,,4.0,20.5375,14.0,,,,
319,319.0,2012-09-05,,6.0,17.1375,14.0,80.0,,,
320,320.0,2012-09-06,,7.0,16.1125,14.0,,,,
321,321.0,2012-09-07,,7.0,16.125,12.0,58.0,,,
322,322.0,2012-09-08,,5.0,18.4625,16.0,51.0,,,
323,323.0,2012-09-09,,4.0,21.075,6.0,,,,
324,324.0,2012-09-10,,4.0,23.125,12.0,,,,
325,325.0,2012-09-11,,7.0,17.0875,12.0,61.0,,,
326,326.0,2012-09-12,,4.0,13.9625,12.0,80.0,,,
327,327.0,2012-09-13,,3.0,15.1,8.0,,,,
328,328.0,2012-09-14,,8.0,13.7125,16.0,61.0,,,
329,329.0,2012-09-15,,6.0,15.625,18.0,80.0,,,
330,330.0,2012-09-16,,3.0,18.35,12.0,,,,
331,331.0,2012-09-17,,4.0,17.4375,14.0,25.0,,,
332,332.0,2012-09-18,,6.0,15.0375,14.0,80.0,,,
333,333.0,2012-09-19,,5.0,10.6375,16.0,81.0,,,
334,334.0,2012-09-20,,6.0,11.4875,12.0,80.0,,,
335,335.0,2012-09-21,,7.0,14.25,14.0,21.0,,,
336,336.0,2012-09-22,,5.0,11.5,14.0,25.0,,,
337,337.0,2012-09-23,,4.0,13.65,10.0,,,,
338,338.0,2012-09-24,,8.0,10.4125,16.0,61.0,,,
339,339.0,2012-09-25,,7.0,14.925,10.0,80.0,,,
340,340.0,2012-09-26,,7.0,12.5625,6.0,61.0,,,
341,341.0,2012-09-27,,7.0,13.2,10.0,61.0,,,
342,342.0,2012-09-28,,6.0,13.5625,12.0,,,,
343,343.0,2012-09-29,,5.0,13.2625,16.0,25.0,,,
344,344.0,2012-09-30,,4.0,13.875,14.0,25.0,,,
345,345.0,2012-10-01,,7.0,13.8625,10.0,,,,
346,346.0,2012-10-02,,6.0,15.1625,10.0,10.0,,,
347,347.0,2012-10-03,,7.0,14.175,12.0,65.0,,,
348,348.0,2012-10-04,,7.0,10.45,10.0,80.0,,,
349,349.0,2012-10-05,,7.0,9.7375,14.0,61.0,,,
350,350.0,2012-10-08,,4.0,12.4375,12.0,80.0,,,
351,351.0,2012-10-09,,1.0,10.9875,19.0,80.0,,,
352,352.0,2012-10-10,,5.0,10.1,12.0,80.0,,,
353,353.0,2012-10-11,,4.0,11.4375,6.0,,,,
354,354.0,2012-10-12,,6.0,10.1375,10.0,61.0,,,
355,355.0,2012-10-15,,6.0,9.5875,10.0,51.0,,,
356,356.0,2012-10-16,,7.0,10.8875,12.0,61.0,,,
357,357.0,2012-10-17,,7.0,12.1,12.0,21.0,,,
358,358.0,2012-10-18,,6.0,16.775,8.0,,,,
359,359.0,2012-10-19,,3.0,19.35,6.0,,,,
360,360.0,2012-10-22,,8.0,12.675,8.0,10.0,,,
361,361.0,2012-10-23,,8.0,11.8875,8.0,51.0,,,
362,362.0,2012-10-24,,8.0,10.9875,6.0,51.0,,,
363,363.0,2012-10-25,,6.0,8.7375,16.0,80.0,,,
364,364.0,2012-10-26,,5.0,5.1875,8.0,,,,
365,365.0,2012-10-29,,8.0,3.625,14.0,61.0,,,
366,366.0,2012-10-30,,4.0,7.0625,8.0,25.0,,,
367,367.0,2012-10-31,,6.0,7.95,10.0,10.0,,,
368,368.0,2012-11-01,,7.0,5.8125,10.0,,,,
369,369.0,2012-11-02,,7.0,7.475,12.0,21.0,,,
370,370.0,2012-11-05,,7.0,6.5875,10.0,61.0,,,
371,371.0,2012-11-06,,6.0,7.45,14.0,80.0,,,
372,372.0,2012-11-07,,7.0,10.3,16.0,51.0,,,
373,373.0,2012-11-08,,7.0,9.6625,16.0,80.0,,,
374,374.0,2012-11-09,,7.0,9.5,8.0,20.0,,,
375,375.0,2012-11-12,,6.0,7.3125,12.0,80.0,,,
376,376.0,2012-11-13,,7.0,7.2,8.0,10.0,,,
377,377.0,2012-11-14,,8.0,9.6625,6.0,10.0,,,
378,378.0,2012-11-15,,7.0,8.7125,6.0,5.0,,,
379,379.0,2012-11-16,,7.0,-0.275,6.0,10.0,,,
380,380.0,2012-11-19,,3.0,6.125,8.0,3.0,,,
381,381.0,2012-11-20,,6.0,7.675,8.0,10.0,,,
382,382.0,2012-11-21,,8.0,6.1875,12.0,10.0,,,
383,383.0,2012-11-22,,4.0,9.1,14.0,3.0,,,
384,384.0,2012-11-23,,7.0,6.7,10.0,61.0,,,
385,385.0,2012-11-26,,6.0,8.1625,10.0,,,,
386,386.0,2012-11-27,,7.0,7.625,8.0,20.0,,,
387,387.0,2012-11-28,,8.0,5.325,8.0,51.0,,,
388,388.0,2012-11-29,,7.0,3.4625,14.0,61.0,,,
389,389.0,2012-11-30,,2.0,0.725,10.0,,,,
390,390.0,2012-12-03,,8.0,1.033333,8.0,10.0,,,
391,391.0,2012-12-04,,7.0,1.375,8.0,69.0,,,
392,392.0,2012-12-05,,2.0,-4.7875,10.0,,,,
393,393.0,2012-12-06,,1.0,-4.45,8.0,,,,
394,394.0,2012-12-07,,4.0,-1.7875,8.0,10.0,,,
395,395.0,2012-12-10,,8.0,0.1875,18.0,71.0,,,
396,396.0,2012-12-11,,6.0,-1.8625,14.0,,,,
397,397.0,2012-12-12,,3.0,-5.7375,4.0,10.0,,,
398,398.0,2012-12-13,,7.0,-2.0625,4.0,78.0,,,
399,399.0,2012-12-14,,7.0,-2.6875,10.0,10.0,,,
400,400.0,2012-12-17,,8.0,4.1875,4.0,47.0,,,
401,401.0,2012-12-18,,8.0,3.6375,10.0,61.0,,,
402,402.0,2012-12-19,,7.0,2.8625,6.0,20.0,,,
403,403.0,2012-12-20,,7.0,2.0875,12.0,5.0,,,
404,404.0,2012-12-21,,7.0,-0.2125,10.0,13.0,,,
405,405.0,2013-04-30,,3.0,11.116666,15.0,0.0,,,
406,406.0,2013-05-01,,0.0,9.9,11.0,,,,
407,407.0,2013-05-02,,1.0,11.0375,12.0,,,,
408,408.0,2013-05-03,,0.0,12.9125,9.0,,,,
409,409.0,2013-05-04,,0.0,17.95,18.0,,,,
410,410.0,2013-05-05,,3.0,16.2125,10.0,,,,
411,411.0,2013-05-06,,0.0,15.675,8.0,,,,
412,412.0,2013-05-07,,1.0,17.4125,10.0,21.0,,,
413,413.0,2013-05-08,,4.0,18.8125,9.0,21.0,,,
414,414.0,2013-05-09,,7.0,16.125,11.0,21.0,,,
415,415.0,2013-05-10,,5.0,15.5,12.0,21.0,,,
416,416.0,2013-05-11,,7.0,15.4125,11.0,,,,
417,417.0,2013-05-12,,7.0,11.7125,12.0,61.0,,,
418,418.0,2013-05-13,,7.0,11.4375,10.0,65.0,,,
419,419.0,2013-05-14,,5.0,12.6,10.0,21.0,,,
420,420.0,2013-05-15,,4.0,20.5375,10.0,61.0,,,
421,421.0,2013-05-16,,0.0,16.1625,13.0,5.0,,,
422,422.0,2013-05-17,,0.0,21.3125,11.0,5.0,,,
423,423.0,2013-05-18,,7.0,13.85,12.0,10.0,,,
424,424.0,2013-05-19,,8.0,13.05,5.0,20.0,,,
425,425.0,2013-05-20,,7.0,15.775,8.0,21.0,,,
426,426.0,2013-05-21,,7.0,12.525,9.0,65.0,,,
427,427.0,2013-05-22,,7.0,9.0625,23.0,63.0,,,
428,428.0,2013-05-23,,5.0,10.525,8.0,61.0,,,
429,429.0,2013-05-24,,5.0,12.5,8.0,61.0,,,
430,430.0,2013-05-25,,7.0,11.3375,11.0,63.0,,,
431,431.0,2013-05-26,,7.0,14.1625,15.0,63.0,,,
432,432.0,2013-05-27,,6.0,14.7875,10.0,,,,
433,433.0,2013-05-28,,6.0,15.4,10.0,20.0,,,
434,434.0,2013-05-29,,7.0,13.6625,14.0,61.0,,,
435,435.0,2013-05-30,,4.0,16.125,11.0,21.0,,,
436,436.0,2013-05-31,,3.0,17.65,12.0,,,,
437,437.0,2013-06-01,,3.0,20.3875,10.0,21.0,,,
438,438.0,2013-06-02,,2.0,14.975,18.0,,,,
439,439.0,2013-06-03,,0.0,17.35,13.0,,,,
440,440.0,2013-06-04,,3.0,17.1625,15.0,,,,
441,441.0,2013-06-05,,4.0,19.0875,9.0,,,,
442,442.0,2013-06-06,,0.0,20.85,12.0,,,,
443,443.0,2013-06-07,,0.0,19.7,8.0,,,,
444,444.0,2013-06-08,,1.0,16.9625,9.0,,,,
