,Unnamed: 0,Datum,KielerWoche,id,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
147,75,2013-09-14,,1309141.0,1.0,174.938807466572,,,,
148,76,2013-09-15,,1309151.0,1.0,55.1960062296304,,,,
149,77,2013-09-16,,1309161.0,1.0,146.760234890658,,,,
150,78,2013-09-17,,1309171.0,1.0,136.118044538363,,,,
151,79,2013-09-18,,1309181.0,1.0,152.255085210606,,,,
152,80,2013-09-19,,1309191.0,1.0,148.674992078993,,,,
153,81,2013-09-20,,1309201.0,1.0,110.159250328825,,,,
154,82,2013-09-21,,1309211.0,1.0,178.263887943827,,,,
155,83,2013-09-22,,1309221.0,1.0,86.6668973821597,,,,
156,84,2013-09-23,,1309231.0,1.0,111.128410563554,,,,
157,85,2013-09-24,,1309241.0,1.0,139.64144576808,,,,
158,86,2013-09-25,,1309251.0,1.0,117.94119333604,,,,
159,87,2013-09-26,,1309261.0,1.0,203.314345156607,,,,
160,88,2013-09-27,,1309271.0,1.0,135.507291692088,,,,
161,89,2013-09-28,,1309281.0,1.0,134.613756840197,,,,
162,90,2013-09-29,,1309291.0,1.0,68.6316896995448,,,,
163,91,2013-09-30,,1309301.0,1.0,156.502435955326,,,,
164,92,2013-10-01,,1310011.0,1.0,123.397540137977,,,,
165,93,2013-10-02,,1310021.0,1.0,196.720969158391,,,,
166,94,2013-10-03,,1310031.0,1.0,75.2337302417469,,,,
167,95,2013-10-04,,1310041.0,1.0,156.066122625816,,,,
168,96,2013-10-05,,1310051.0,1.0,152.280762053885,,,,
169,97,2013-10-06,,1310061.0,1.0,92.4805772695364,,,,
170,98,2013-10-07,,1310071.0,1.0,124.841544023845,,,,
171,99,2013-10-08,,1310081.0,1.0,96.867100978839,,,,
172,100,2013-10-09,,1310091.0,1.0,149.761758936995,,,,
173,101,2013-10-10,,1310101.0,1.0,119.300284972145,,,,
174,102,2013-10-11,,1310111.0,1.0,123.2348187168,,,,
175,103,2013-10-12,,1310121.0,1.0,140.262421715801,,,,
176,104,2013-10-13,,1310131.0,1.0,42.9967926268111,,,,
177,105,2013-10-14,,1310141.0,1.0,109.863744271226,,,,
178,106,2013-10-15,,1310151.0,1.0,130.431802598324,,,,
179,107,2013-10-16,,1310161.0,1.0,146.070583461057,,,,
180,108,2013-10-17,,1310171.0,1.0,89.9411837855476,,,,
181,109,2013-10-18,,1310181.0,1.0,111.233698203856,,,,
182,110,2013-10-19,,1310191.0,1.0,121.590860465012,,,,
183,111,2013-10-20,,1310201.0,1.0,70.1419855298474,,,,
184,112,2013-10-21,,1310211.0,1.0,122.987868193302,,,,
185,113,2013-10-22,,1310221.0,1.0,111.927088663048,,,,
186,114,2013-10-23,,1310231.0,1.0,125.816016210178,,,,
187,115,2013-10-24,,1310241.0,1.0,123.163406361057,,,,
188,116,2013-10-25,,1310251.0,1.0,113.661858634409,,,,
189,117,2013-10-26,,1310261.0,1.0,161.678805315967,,,,
190,118,2013-10-27,,1310271.0,1.0,102.355195816072,,,,
191,119,2013-10-28,,1310281.0,1.0,129.482192717092,,,,
192,120,2013-10-29,,1310291.0,1.0,112.285893935052,,,,
193,121,2013-10-30,,1310301.0,1.0,121.506077008915,,,,
194,122,2013-10-31,,1310311.0,1.0,133.723541287582,,,,
195,123,2013-11-01,,1311011.0,1.0,100.182160485504,,,,
196,124,2013-11-02,,1311021.0,1.0,149.172348030766,,,,
197,125,2013-11-03,,1311031.0,1.0,97.4532740046654,,,,
198,126,2013-11-04,,1311041.0,1.0,137.864260444157,,,,
199,127,2013-11-05,,1311051.0,1.0,103.700267261952,,,,
200,128,2013-11-06,,1311061.0,1.0,109.097001107423,,,,
201,129,2013-11-07,,1311071.0,1.0,118.470603286455,,,,
202,130,2013-11-08,,1311081.0,1.0,132.796244239256,,,,
203,131,2013-11-09,,1311091.0,1.0,99.9317959514759,,,,
204,132,2013-11-10,,1311101.0,1.0,108.561660295105,,,,
205,133,2013-11-11,,1311111.0,1.0,124.580485617569,,,,
206,134,2013-11-12,,1311121.0,1.0,111.970870543294,,,,
207,135,2013-11-13,,1311131.0,1.0,78.0382483442215,,,,
208,136,2013-11-14,,1311141.0,1.0,121.180219705286,,,,
209,137,2013-11-15,,1311151.0,1.0,122.76929773359,,,,
210,138,2013-11-16,,1311161.0,1.0,126.793397398979,,,,
211,139,2013-11-17,,1311171.0,1.0,74.3945185864517,,,,
212,140,2013-11-18,,1311181.0,1.0,129.109032642028,,,,
213,141,2013-11-19,,1311191.0,1.0,106.906118646237,,,,
214,142,2013-11-20,,1311201.0,1.0,124.324612351715,,,,
215,143,2013-11-21,,1311211.0,1.0,144.359927455555,,,,
216,144,2013-11-22,,1311221.0,1.0,107.962731413831,,,,
217,145,2013-11-23,,1311231.0,1.0,96.5196766761341,,,,
218,146,2013-11-24,,1311241.0,1.0,76.4120061231823,,,,
219,147,2013-11-25,,1311251.0,1.0,129.81992805086,,,,
220,148,2013-11-26,,1311261.0,1.0,123.431703158233,,,,
221,149,2013-11-27,,1311271.0,1.0,93.5321454303922,,,,
222,150,2013-11-28,,1311281.0,1.0,128.842426194061,,,,
223,151,2013-11-29,,1311291.0,1.0,104.966463375073,,,,
224,152,2013-11-30,,1311301.0,1.0,104.09003869481,,,,
225,153,2013-12-01,,1312011.0,1.0,68.0762231823542,,,,
226,154,2013-12-02,,1312021.0,1.0,113.931498716313,,,,
227,155,2013-12-03,,1312031.0,1.0,94.7658652080226,,,,
228,156,2013-12-04,,1312041.0,1.0,128.922855106228,,,,
229,157,2013-12-05,,1312051.0,1.0,120.974699669869,,,,
230,158,2013-12-06,,1312061.0,1.0,112.015650593347,,,,
231,159,2013-12-07,,1312071.0,1.0,121.408564819885,,,,
232,160,2013-12-08,,1312081.0,1.0,36.2650169585334,,,,
233,161,2013-12-09,,1312091.0,1.0,134.680550018524,,,,
234,162,2013-12-10,,1312101.0,1.0,104.352034970751,,,,
235,163,2013-12-11,,1312111.0,1.0,85.9079819233536,,,,
236,164,2013-12-12,,1312121.0,1.0,88.2075449690532,,,,
237,165,2013-12-13,,1312131.0,1.0,85.5324935340658,,,,
238,166,2013-12-14,,1312141.0,1.0,120.787742012371,,,,
239,167,2013-12-15,,1312151.0,1.0,71.5352172710921,,,,
240,168,2013-12-16,,1312161.0,1.0,120.791211521354,,,,
241,169,2013-12-17,,1312171.0,1.0,74.6283250889016,,,,
242,170,2013-12-18,,1312181.0,1.0,86.4115250991858,,,,
243,171,2013-12-19,,1312191.0,1.0,101.589644453608,,,,
244,172,2013-12-20,,1312201.0,1.0,114.601001275823,,,,
245,173,2013-12-21,,1312211.0,1.0,124.541759682586,,,,
246,174,2013-12-22,,1312221.0,1.0,41.7300439888931,,,,
247,175,2013-12-23,,1312231.0,1.0,183.608991270752,,,,
248,176,2013-12-24,,1312241.0,1.0,220.330670230618,,,,
249,177,2013-12-27,,1312271.0,1.0,152.367434643543,,,,
250,178,2013-12-29,,1312291.0,1.0,131.267289010755,,,,
251,179,2013-12-30,,1312301.0,1.0,126.58984459848,,,,
252,180,2013-12-31,,1312311.0,1.0,211.390838466052,,,,
253,181,2014-01-02,,1401021.0,1.0,153.166492227541,,,,
254,182,2014-01-03,,1401031.0,1.0,109.484763536521,,,,
255,183,2014-01-04,,1401041.0,1.0,116.250540066432,,,,
256,184,2014-01-05,,1401051.0,1.0,67.7899909491401,,,,
257,185,2014-01-06,,1401061.0,1.0,146.911067784297,,,,
258,186,2014-01-07,,1401071.0,1.0,147.5457609484,,,,
259,187,2014-01-08,,1401081.0,1.0,99.9068767897401,,,,
260,188,2014-01-09,,1401091.0,1.0,113.541525918277,,,,
261,189,2014-01-10,,1401101.0,1.0,119.05554059635,,,,
262,190,2014-01-11,,1401111.0,1.0,127.95986526115,,,,
263,191,2014-01-12,,1401121.0,1.0,83.4017498521773,,,,
264,192,2014-01-13,,1401131.0,1.0,103.994034974792,,,,
265,193,2014-01-14,,1401141.0,1.0,166.347532764571,,,,
266,194,2014-01-15,,1401151.0,1.0,139.042567223334,,,,
267,195,2014-01-16,,1401161.0,1.0,117.779119691395,,,,
268,196,2014-01-17,,1401171.0,1.0,94.7938386484339,,,,
269,197,2014-01-18,,1401181.0,1.0,102.633649837911,,,,
270,198,2014-01-19,,1401191.0,1.0,53.0014671833047,,,,
271,199,2014-01-20,,1401201.0,1.0,99.6819363621683,,,,
272,200,2014-01-21,,1401211.0,1.0,116.784600007305,,,,
273,201,2014-01-22,,1401221.0,1.0,102.344424741026,,,,
274,202,2014-01-23,,1401231.0,1.0,105.740276056438,,,,
275,203,2014-01-24,,1401241.0,1.0,143.164448746188,,,,
276,204,2014-01-25,,1401251.0,1.0,129.09233380561,,,,
277,205,2014-01-26,,1401261.0,1.0,65.4883238458282,,,,
278,206,2014-01-27,,1401271.0,1.0,177.797639286942,,,,
279,207,2014-01-28,,1401281.0,1.0,63.9844736113181,,,,
280,208,2014-01-29,,1401291.0,1.0,75.1156293987916,,,,
281,209,2014-01-30,,1401301.0,1.0,140.794194214435,,,,
282,210,2014-01-31,,1401311.0,1.0,133.303478983532,,,,
283,211,2014-02-01,,1402011.0,1.0,101.932146850505,,,,
284,212,2014-02-02,,1402021.0,1.0,76.7574943519772,,,,
285,213,2014-02-03,,1402031.0,1.0,154.323103655617,,,,
286,214,2014-02-04,,1402041.0,1.0,130.284962020954,,,,
287,215,2014-02-05,,1402051.0,1.0,128.512982776585,,,,
288,216,2014-02-06,,1402061.0,1.0,93.2145715747619,,,,
289,217,2014-02-07,,1402071.0,1.0,99.7607356052368,,,,
290,218,2014-02-08,,1402081.0,1.0,120.862739831777,,,,
291,219,2014-02-09,,1402091.0,1.0,57.0074894928223,,,,
292,220,2014-02-10,,1402101.0,1.0,154.183743327497,,,,
293,221,2014-02-11,,1402111.0,1.0,93.6050031862626,,,,
294,222,2014-02-12,,1402121.0,1.0,165.738384661521,,,,
295,223,2014-02-13,,1402131.0,1.0,112.481302733138,,,,
296,224,2014-02-14,,1402141.0,1.0,127.922310495651,,,,
297,225,2014-02-15,,1402151.0,1.0,169.517528839106,,,,
298,226,2014-02-16,,1402161.0,1.0,66.1488570531461,,,,
299,227,2014-02-17,,1402171.0,1.0,139.563931976797,,,,
300,228,2014-02-18,,1402181.0,1.0,101.128808084497,,,,
301,229,2014-02-19,,1402191.0,1.0,139.712963296062,,,,
302,230,2014-02-20,,1402201.0,1.0,115.493305434483,,,,
303,231,2014-02-21,,1402211.0,1.0,195.749507104036,,,,
304,232,2014-02-22,,1402221.0,1.0,138.333592943018,,,,
305,233,2014-02-23,,1402231.0,1.0,79.4422222430818,,,,
306,234,2014-02-24,,1402241.0,1.0,152.556733984074,,,,
307,235,2014-02-25,,1402251.0,1.0,115.741936459404,,,,
308,236,2014-02-26,,1402261.0,1.0,95.0173566075507,,,,
309,237,2014-02-27,,1402271.0,1.0,142.599019478366,,,,
310,238,2014-02-28,,1402281.0,1.0,121.868073185287,,,,
311,239,2014-03-01,,1403011.0,1.0,140.96854447309,,,,
312,240,2014-03-02,,1403021.0,1.0,78.304687930775,,,,
313,241,2014-03-03,,1403031.0,1.0,123.816845981151,,,,
314,242,2014-03-04,,1403041.0,1.0,110.664379295042,,,,
315,243,2014-03-05,,1403051.0,1.0,104.010771805795,,,,
316,244,2014-03-06,,1403061.0,1.0,119.64957040592,,,,
317,245,2014-03-07,,1403071.0,1.0,115.297355656246,,,,
318,246,2014-03-08,,1403081.0,1.0,116.679903321343,,,,
319,247,2014-03-09,,1403091.0,1.0,92.618539664325,,,,
320,248,2014-03-10,,1403101.0,1.0,150.516891177572,,,,
321,249,2014-03-11,,1403111.0,1.0,151.221168841794,,,,
322,250,2014-03-12,,1403121.0,1.0,91.0474158512995,,,,
323,251,2014-03-13,,1403131.0,1.0,141.400369720196,,,,
324,252,2014-03-14,,1403141.0,1.0,123.912083680615,,,,
325,253,2014-03-15,,1403151.0,1.0,137.683942432828,,,,
326,254,2014-03-16,,1403161.0,1.0,67.1675793738149,,,,
327,255,2014-03-17,,1403171.0,1.0,141.547905542998,,,,
328,256,2014-03-18,,1403181.0,1.0,88.2250444509535,,,,
329,257,2014-03-19,,1403191.0,1.0,99.6845823880711,,,,
330,258,2014-03-20,,1403201.0,1.0,128.138232106811,,,,
331,259,2014-03-21,,1403211.0,1.0,104.8547456835,,,,
332,260,2014-03-22,,1403221.0,1.0,130.851901605861,,,,
333,261,2014-03-23,,1403231.0,1.0,71.128447822127,,,,
334,262,2014-03-24,,1403241.0,1.0,174.642338237835,,,,
335,263,2014-03-25,,1403251.0,1.0,130.828394911681,,,,
336,264,2014-03-26,,1403261.0,1.0,164.073709880608,,,,
337,265,2014-03-27,,1403271.0,1.0,217.595707302914,,,,
338,266,2014-03-28,,1403281.0,1.0,210.364589078685,,,,
339,267,2014-03-29,,1403291.0,1.0,201.442576014825,,,,
340,268,2014-03-30,,1403301.0,1.0,77.0718729480323,,,,
341,269,2014-03-31,,1403311.0,1.0,165.782083579859,,,,
342,270,2014-04-01,,1404011.0,1.0,143.934571968464,,,,
343,271,2014-04-02,,1404021.0,1.0,145.793768476637,,,,
344,272,2014-04-03,,1404031.0,1.0,199.334213779063,,,,
345,273,2014-04-04,,1404041.0,1.0,149.094869799179,,,,
346,274,2014-04-05,,1404051.0,1.0,166.366651532902,,,,
347,275,2014-04-06,,1404061.0,1.0,79.4656989548114,,,,
348,276,2014-04-07,,1404071.0,1.0,175.863088463562,,,,
349,277,2014-04-08,,1404081.0,1.0,104.711261779938,,,,
350,278,2014-04-09,,1404091.0,1.0,168.945582350845,,,,
351,279,2014-04-10,,1404101.0,1.0,153.689913112803,,,,
352,280,2014-04-11,,1404111.0,1.0,150.197974521935,,,,
353,281,2014-04-12,,1404121.0,1.0,230.41912840806,,,,
354,282,2014-04-13,,1404131.0,1.0,106.9717520005,,,,
355,283,2014-04-14,,1404141.0,1.0,126.41212420811,,,,
356,284,2014-04-15,,1404151.0,1.0,109.472548649702,,,,
357,285,2014-04-16,,1404161.0,1.0,110.647041867212,,,,
358,286,2014-04-17,,1404171.0,1.0,259.250121969818,,,,
359,287,2014-04-19,,1404191.0,1.0,290.428956680919,,,,
360,288,2014-04-20,,1404201.0,1.0,57.7509189177541,,,,
361,289,2014-04-21,,1404211.0,1.0,109.431179378053,,,,
362,290,2014-04-22,,1404221.0,1.0,169.196248011103,,,,
363,291,2014-04-23,,1404231.0,1.0,162.980101956576,,,,
364,292,2014-04-24,,1404241.0,1.0,155.338780558714,,,,
365,293,2014-04-25,,1404251.0,1.0,103.620395874603,,,,
366,294,2014-04-26,,1404261.0,1.0,143.988134045973,,,,
367,295,2014-04-27,,1404271.0,1.0,67.5791269771508,,,,
368,296,2014-04-28,,1404281.0,1.0,142.899118015523,,,,
369,297,2014-04-29,,1404291.0,1.0,145.382373304754,,,,
370,298,2014-04-30,,1404301.0,1.0,168.447583367336,,,,
371,299,2014-05-02,,1405021.0,1.0,194.877300541007,,,,
372,300,2014-05-05,,1405051.0,1.0,344.712427419033,,,,
373,301,2014-05-06,,1405061.0,1.0,117.634364611904,,,,
374,302,2014-05-07,,1405071.0,1.0,90.0459392081919,,,,
375,303,2014-05-08,,1405081.0,1.0,149.299133313087,,,,
376,304,2014-05-09,,1405091.0,1.0,93.4116822522153,,,,
377,305,2014-05-10,,1405101.0,1.0,123.724674602317,,,,
378,306,2014-05-11,,1405111.0,1.0,61.0065824620734,,,,
379,307,2014-05-12,,1405121.0,1.0,117.63724487723,,,,
380,308,2014-05-13,,1405131.0,1.0,140.036281903001,,,,
381,309,2014-05-14,,1405141.0,1.0,107.299783874075,,,,
382,310,2014-05-15,,1405151.0,1.0,123.833393024816,,,,
383,311,2014-05-16,,1405161.0,1.0,182.247331664509,,,,
384,312,2014-05-17,,1405171.0,1.0,128.405482365147,,,,
385,313,2014-05-18,,1405181.0,1.0,94.9265718873585,,,,
386,314,2014-05-19,,1405191.0,1.0,108.184039506908,,,,
387,315,2014-05-20,,1405201.0,1.0,112.779561925048,,,,
388,316,2014-05-21,,1405211.0,1.0,123.754439846218,,,,
389,317,2014-05-22,,1405221.0,1.0,116.368035292474,,,,
390,318,2014-05-23,,1405231.0,1.0,129.753386763715,,,,
391,319,2014-05-24,,1405241.0,1.0,117.223121200496,,,,
392,320,2014-05-25,,1405251.0,1.0,85.7502216285052,,,,
393,321,2014-05-26,,1405261.0,1.0,117.265384467109,,,,
394,322,2014-05-27,,1405271.0,1.0,114.85034360851,,,,
395,323,2014-05-28,,1405281.0,1.0,190.55318445032,,,,
396,324,2014-05-29,,1405291.0,1.0,85.879848415963,,,,
397,325,2014-05-30,,1405301.0,1.0,187.239006431102,,,,
398,326,2014-05-31,,1405311.0,1.0,171.347524831197,,,,
399,327,2014-06-01,,1406011.0,1.0,93.4027092149433,,,,
400,328,2014-06-02,,1406021.0,1.0,199.723160641356,,,,
401,329,2014-06-03,,1406031.0,1.0,142.538025704362,,,,
402,330,2014-06-04,,1406041.0,1.0,137.397470737802,,,,
403,331,2014-06-05,,1406051.0,1.0,194.604241155943,,,,
404,332,2014-06-06,,1406061.0,1.0,181.64230467912,,,,
405,333,2014-06-07,,1406071.0,1.0,199.282826637538,,,,
406,334,2014-06-08,,1406081.0,1.0,116.13410257794,,,,
407,335,2014-06-09,,1406091.0,1.0,110.83826883308,,,,
408,336,2014-06-10,,1406101.0,1.0,183.918754774297,,,,
409,337,2014-06-11,,1406111.0,1.0,149.446544671322,,,,
410,338,2014-06-12,,1406121.0,1.0,139.828728810289,,,,
411,339,2014-06-13,,1406131.0,1.0,181.076990157327,,,,
412,340,2014-06-14,,1406141.0,1.0,198.692957520375,,,,
413,341,2014-06-15,,1406151.0,1.0,54.0249702204705,,,,
414,342,2014-06-16,,1406161.0,1.0,162.607017592405,,,,
415,343,2014-06-17,,1406171.0,1.0,124.562218396083,,,,
416,344,2014-06-18,,1406181.0,1.0,137.865777862035,,,,
417,345,2014-06-19,,1406191.0,1.0,129.894799169399,,,,
418,346,2014-06-20,,1406201.0,1.0,175.728748384125,,,,
419,347,2014-06-21,,1406211.0,1.0,162.410672754329,,,,
420,348,2014-06-22,,1406221.0,1.0,99.6276132843513,,,,
421,349,2014-06-23,,1406231.0,1.0,130.997404965594,,,,
422,350,2014-06-24,,1406241.0,1.0,119.068455962972,,,,
423,351,2014-06-25,,1406251.0,1.0,114.248639971521,,,,
424,352,2014-06-26,,1406261.0,1.0,139.644833904018,,,,
425,353,2014-06-27,,1406271.0,1.0,149.199619823898,,,,
426,354,2014-06-28,,1406281.0,1.0,234.368963456298,,,,
427,355,2014-06-29,,1406291.0,1.0,99.024824945212,,,,
428,356,2014-06-30,,1406301.0,1.0,171.873065791742,,,,
429,357,2014-07-01,,1407011.0,1.0,79.4657766414776,,,,
430,358,2014-07-02,,1407021.0,1.0,130.353573545155,,,,
431,359,2014-07-03,,1407031.0,1.0,158.210589058586,,,,
432,360,2014-07-04,,1407041.0,1.0,112.903849016111,,,,
433,361,2014-07-05,,1407051.0,1.0,150.979319145129,,,,
434,362,2014-07-06,,1407061.0,1.0,84.8042447667398,,,,
435,363,2014-07-07,,1407071.0,1.0,142.241358541915,,,,
436,364,2014-07-08,,1407081.0,1.0,109.606492090567,,,,
437,365,2014-07-09,,1407091.0,1.0,116.752191041734,,,,
438,366,2014-07-10,,1407101.0,1.0,132.724706258412,,,,
439,367,2014-07-11,,1407111.0,1.0,180.711513583786,,,,
440,368,2014-07-12,,1407121.0,1.0,142.331090508761,,,,
441,369,2014-07-13,,1407131.0,1.0,80.4531140833734,,,,
