,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Monat,Jahr,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage
48,1308181,2013-08-18,1,92.48978,7.0,18.5875,10.0,63.0,,Brot,Sonntag,8,2013,,,,False,False,False,False,False,False,False,False
49,1308191,2013-08-19,1,145.87914,5.0,18.4875,8.0,,,Brot,Montag,8,2013,,,,False,False,False,False,False,False,False,False
50,1308201,2013-08-20,1,111.8424,7.0,17.775,8.0,61.0,,Brot,Dienstag,8,2013,,,,False,False,False,False,False,False,False,False
51,1308211,2013-08-21,1,125.336525,5.0,20.125,8.0,,,Brot,Mittwoch,8,2013,,,,False,False,False,False,False,False,False,False
52,1308221,2013-08-22,1,132.91643,4.0,21.6625,8.0,,,Brot,Donnerstag,8,2013,,,,False,False,False,False,False,False,False,False
53,1308231,2013-08-23,1,162.95895,1.0,22.0375,14.0,,,Brot,Freitag,8,2013,,,,False,False,False,False,False,False,False,False
54,1308241,2013-08-24,1,201.5431,0.0,20.85,16.0,5.0,,Brot,Samstag,8,2013,,,,False,False,False,False,False,False,False,False
55,1308251,2013-08-25,1,83.022675,0.0,21.3875,16.0,5.0,,Brot,Sonntag,8,2013,,,,False,False,False,False,False,False,False,False
56,1308261,2013-08-26,1,165.82903,0.0,20.125,15.0,5.0,,Brot,Montag,8,2013,,,,False,False,False,False,False,False,False,False
57,1308271,2013-08-27,1,118.47365,1.0,21.0875,12.0,,,Brot,Dienstag,8,2013,,,,False,False,False,False,False,False,False,False
58,1308281,2013-08-28,1,108.87699,0.0,21.3,7.0,,,Brot,Mittwoch,8,2013,,,,False,False,False,False,False,False,False,False
59,1308291,2013-08-29,1,178.17802,3.0,20.2125,11.0,,,Brot,Donnerstag,8,2013,,,,False,False,False,False,False,False,False,False
60,1308301,2013-08-30,1,133.15083,6.0,19.7875,8.0,5.0,,Brot,Freitag,8,2013,,,,False,False,False,False,False,False,False,False
61,1308311,2013-08-31,1,130.82132,5.0,18.35,16.0,21.0,,Brot,Samstag,8,2013,,,,False,False,False,False,False,False,False,False
62,1309011,2013-09-01,1,95.97043,7.0,15.8625,16.0,61.0,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
63,1309021,2013-09-02,1,138.40872,7.0,16.575,17.0,63.0,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
64,1309031,2013-09-03,1,138.82562,7.0,18.225,11.0,21.0,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
65,1309041,2013-09-04,1,100.22197,7.0,18.125,5.0,,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
66,1309051,2013-09-05,1,173.6581,0.0,21.7,8.0,,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
67,1309061,2013-09-06,1,171.41518,0.0,24.7,9.0,,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
68,1309071,2013-09-07,1,186.03406,6.0,22.7625,7.0,,,Brot,Samstag,9,2013,,,,False,False,False,False,True,False,False,False
69,1309081,2013-09-08,1,88.89259,7.0,20.1625,8.0,61.0,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
70,1309091,2013-09-09,1,169.35997,8.0,11.575,11.0,63.0,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
71,1309101,2013-09-10,1,89.69445,6.0,13.5875,11.0,65.0,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
72,1309111,2013-09-11,1,103.363686,6.0,13.9,8.0,61.0,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
73,1309121,2013-09-12,1,106.4744,6.0,16.1125,6.0,61.0,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
74,1309131,2013-09-13,1,122.56463,6.0,17.4375,5.0,21.0,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
75,1309141,2013-09-14,1,174.93881,5.0,17.625,10.0,63.0,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
76,1309151,2013-09-15,1,55.196007,7.0,14.8625,10.0,21.0,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
77,1309161,2013-09-16,1,146.76024,3.0,13.1375,13.0,21.0,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
78,1309171,2013-09-17,1,136.11804,5.0,13.1375,10.0,63.0,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
79,1309181,2013-09-18,1,152.25508,4.0,13.05,9.0,,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
80,1309191,2013-09-19,1,148.67499,5.0,14.8375,11.0,63.0,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
81,1309201,2013-09-20,1,110.15925,7.0,13.525,6.0,,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
82,1309211,2013-09-21,1,178.26389,7.0,15.35,9.0,,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
83,1309221,2013-09-22,1,86.6669,6.0,17.1375,14.0,21.0,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
84,1309231,2013-09-23,1,111.12841,7.0,17.3125,14.0,21.0,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
85,1309241,2013-09-24,1,139.64145,8.0,15.7375,10.0,,,Brot,Dienstag,9,2013,,,,False,False,False,False,False,False,False,False
86,1309251,2013-09-25,1,117.94119,6.0,13.5375,7.0,61.0,,Brot,Mittwoch,9,2013,,,,False,False,False,False,False,False,False,False
87,1309261,2013-09-26,1,203.31435,1.0,12.9875,12.0,,,Brot,Donnerstag,9,2013,,,,False,False,False,False,False,False,False,False
88,1309271,2013-09-27,1,135.5073,5.0,13.0125,8.0,21.0,,Brot,Freitag,9,2013,,,,False,False,False,False,False,False,False,False
89,1309281,2013-09-28,1,134.61375,0.0,13.1,8.0,,,Brot,Samstag,9,2013,,,,False,False,False,False,False,False,False,False
90,1309291,2013-09-29,1,68.63169,3.0,14.175,12.0,,,Brot,Sonntag,9,2013,,,,False,False,False,False,False,False,False,False
91,1309301,2013-09-30,1,156.50244,1.0,12.825,14.0,,,Brot,Montag,9,2013,,,,False,False,False,False,False,False,False,False
92,1310011,2013-10-01,1,123.39754,0.0,12.9125,13.0,5.0,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
93,1310021,2013-10-02,1,196.72096,1.0,12.7,10.0,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
94,1310031,2013-10-03,1,75.23373,0.0,11.7625,12.0,5.0,,Brot,Donnerstag,10,2013,bundesweit,Schleswig-Holstein,Tag der Deutschen Einheit,False,False,False,False,False,False,False,False
95,1310041,2013-10-04,1,156.06612,5.0,11.2,8.0,63.0,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
96,1310051,2013-10-05,1,152.28076,7.0,15.575,8.0,20.0,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
97,1310061,2013-10-06,1,92.480576,7.0,15.25,6.0,,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
98,1310071,2013-10-07,1,124.841545,1.0,16.275,7.0,,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
99,1310081,2013-10-08,1,96.8671,6.0,15.1125,8.0,61.0,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
100,1310091,2013-10-09,1,149.76176,7.0,14.3125,10.0,21.0,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
101,1310101,2013-10-10,1,119.300285,5.0,10.975,6.0,,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
102,1310111,2013-10-11,1,123.23482,7.0,13.8625,20.0,10.0,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
103,1310121,2013-10-12,1,140.26242,8.0,13.025,21.0,63.0,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
104,1310131,2013-10-13,1,42.99679,5.0,10.8625,5.0,,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
105,1310141,2013-10-14,1,109.86375,2.0,12.525,6.0,,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
106,1310151,2013-10-15,1,130.43181,7.0,10.6625,4.0,63.0,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
107,1310161,2013-10-16,1,146.07059,8.0,12.275,7.0,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
108,1310171,2013-10-17,1,89.941185,7.0,12.0,15.0,65.0,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
109,1310181,2013-10-18,1,111.233696,1.0,9.075,9.0,,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
110,1310191,2013-10-19,1,121.59086,7.0,9.45,9.0,,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
111,1310201,2013-10-20,1,70.14198,7.0,15.1875,8.0,21.0,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
112,1310211,2013-10-21,1,122.98787,7.0,14.2625,8.0,61.0,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
113,1310221,2013-10-22,1,111.927086,2.0,17.6375,7.0,,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
114,1310231,2013-10-23,1,125.81602,6.0,17.675,9.0,,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
115,1310241,2013-10-24,1,123.16341,5.0,12.6875,12.0,61.0,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
116,1310251,2013-10-25,1,113.66186,7.0,11.8875,7.0,61.0,,Brot,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
117,1310261,2013-10-26,1,161.6788,5.0,16.775,10.0,21.0,,Brot,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
118,1310271,2013-10-27,1,102.355194,6.0,14.9875,16.0,65.0,,Brot,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
119,1310281,2013-10-28,1,129.4822,7.0,14.3625,29.0,63.0,,Brot,Montag,10,2013,,,,False,False,False,False,False,False,False,False
120,1310291,2013-10-29,1,112.2859,7.0,10.775,17.0,63.0,,Brot,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
121,1310301,2013-10-30,1,121.50608,6.0,10.4375,10.0,61.0,,Brot,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
122,1310311,2013-10-31,1,133.72354,5.0,11.1625,13.0,21.0,,Brot,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
123,1311011,2013-11-01,1,100.18216,8.0,10.625,9.0,63.0,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
124,1311021,2013-11-02,1,149.17235,8.0,8.8875,3.0,63.0,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
125,1311031,2013-11-03,1,97.45328,6.0,10.7,15.0,21.0,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
126,1311041,2013-11-04,1,137.86426,7.0,6.8375,7.0,63.0,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
127,1311051,2013-11-05,1,103.700264,4.0,8.9,12.0,61.0,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
128,1311061,2013-11-06,1,109.097,4.0,8.1375,12.0,63.0,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
129,1311071,2013-11-07,1,118.470604,6.0,9.5,10.0,61.0,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
130,1311081,2013-11-08,1,132.79625,3.0,9.325,9.0,,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
131,1311091,2013-11-09,1,99.93179,5.0,7.7,16.0,63.0,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
132,1311101,2013-11-10,1,108.56166,2.0,6.9875,12.0,63.0,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
133,1311111,2013-11-11,1,124.58048,2.0,8.3125,5.0,,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
134,1311121,2013-11-12,1,111.97087,7.0,5.9375,9.0,61.0,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
135,1311131,2013-11-13,1,78.038246,1.0,8.8,12.0,0.0,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
136,1311141,2013-11-14,1,121.18022,5.0,6.9375,9.0,21.0,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
137,1311151,2013-11-15,1,122.769295,7.0,6.45,6.0,21.0,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
138,1311161,2013-11-16,1,126.793396,8.0,8.875,12.0,,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
139,1311171,2013-11-17,1,74.394516,2.0,8.8875,8.0,0.0,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
140,1311181,2013-11-18,1,129.10904,7.0,6.65,5.0,63.0,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
141,1311191,2013-11-19,1,106.90612,8.0,5.8375,8.0,61.0,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
142,1311201,2013-11-20,1,124.324615,6.0,3.85,6.0,,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
143,1311211,2013-11-21,1,144.35992,2.0,3.275,8.0,10.0,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
144,1311221,2013-11-22,1,107.96273,7.0,5.375,10.0,21.0,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
145,1311231,2013-11-23,1,96.51968,3.0,4.9125,6.0,,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
146,1311241,2013-11-24,1,76.412,0.0,4.6,16.0,,,Brot,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
147,1311251,2013-11-25,1,129.81993,0.0,3.7,10.0,,,Brot,Montag,11,2013,,,,False,False,False,False,False,False,False,False
148,1311261,2013-11-26,1,123.4317,2.0,2.3125,6.0,,,Brot,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
149,1311271,2013-11-27,1,93.53214,8.0,7.3125,12.0,61.0,,Brot,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
150,1311281,2013-11-28,1,128.84242,2.0,8.025,18.0,,,Brot,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
151,1311291,2013-11-29,1,104.96646,8.0,5.9875,11.0,63.0,,Brot,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
152,1311301,2013-11-30,1,104.09004,7.0,5.525,10.0,20.0,,Brot,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
153,1312011,2013-12-01,1,68.076225,5.0,8.6625,20.0,61.0,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
154,1312021,2013-12-02,1,113.931496,0.0,3.0625,4.0,10.0,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
155,1312031,2013-12-03,1,94.76586,8.0,1.7125,6.0,28.0,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
156,1312041,2013-12-04,1,128.92285,7.0,5.85,11.0,63.0,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
157,1312051,2013-12-05,1,120.9747,7.0,4.4625,24.0,63.0,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
158,1312061,2013-12-06,1,112.01565,6.0,1.7875,25.0,73.0,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
159,1312071,2013-12-07,1,121.40856,5.0,1.0,11.0,22.0,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
160,1312081,2013-12-08,1,36.26502,8.0,6.975,16.0,63.0,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
161,1312091,2013-12-09,1,134.68056,7.0,9.2375,10.0,45.0,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
162,1312101,2013-12-10,1,104.352036,7.0,7.1875,8.0,61.0,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
163,1312111,2013-12-11,1,85.90798,7.0,5.025,9.0,10.0,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
164,1312121,2013-12-12,1,88.20754,8.0,2.525,8.0,28.0,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
165,1312131,2013-12-13,1,85.53249,7.0,3.5375,6.0,61.0,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
166,1312141,2013-12-14,1,120.78774,7.0,3.0125,7.0,61.0,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
167,1312151,2013-12-15,1,71.53522,8.0,7.925,12.0,61.0,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
168,1312161,2013-12-16,1,120.791214,8.0,8.775,12.0,,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
169,1312171,2013-12-17,1,74.62833,8.0,4.95,8.0,61.0,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
170,1312181,2013-12-18,1,86.41152,7.0,6.85,8.0,10.0,,Brot,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
171,1312191,2013-12-19,1,101.589645,7.0,7.4,10.0,63.0,,Brot,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
172,1312201,2013-12-20,1,114.601,7.0,5.2875,10.0,61.0,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
173,1312211,2013-12-21,1,124.54176,8.0,6.5625,13.0,63.0,,Brot,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
174,1312221,2013-12-22,1,41.730045,7.0,8.1375,12.0,61.0,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
175,1312231,2013-12-23,1,183.609,3.0,5.4875,10.0,,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
176,1312241,2013-12-24,1,220.33067,7.0,11.4375,18.0,61.0,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
177,1312271,2013-12-27,1,152.36743,7.0,5.7625,15.0,63.0,,Brot,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
178,1312291,2013-12-29,1,131.26729,7.0,5.7125,9.0,63.0,,Brot,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
179,1312301,2013-12-30,1,126.58984,4.0,4.75,11.0,10.0,,Brot,Montag,12,2013,,,,False,False,False,False,False,False,False,False
180,1312311,2013-12-31,1,211.39084,4.0,5.0375,7.0,,,Brot,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
181,1401021,2014-01-02,1,153.16649,7.0,6.25,9.0,63.0,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
182,1401031,2014-01-03,1,109.484764,7.0,6.8375,10.0,63.0,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
183,1401041,2014-01-04,1,116.25054,5.0,6.9375,11.0,,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
184,1401051,2014-01-05,1,67.78999,7.0,6.1875,11.0,63.0,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
185,1401061,2014-01-06,1,146.91107,7.0,7.9125,11.0,65.0,,Brot,Montag,1,2014,,,,False,False,False,False,False,False,False,False
186,1401071,2014-01-07,1,147.54576,7.0,10.4375,13.0,,,Brot,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
187,1401081,2014-01-08,1,99.906876,7.0,8.6375,15.0,63.0,,Brot,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
188,1401091,2014-01-09,1,113.54153,7.0,9.6125,16.0,61.0,,Brot,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
189,1401101,2014-01-10,1,119.05554,7.0,6.6375,17.0,61.0,,Brot,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
190,1401111,2014-01-11,1,127.95986,7.0,5.5875,18.0,63.0,,Brot,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
191,1401121,2014-01-12,1,83.40175,2.0,5.525,16.0,21.0,,Brot,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
