Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Woche,Monat,Jahr,Wochentag,Kalenderwoche,Quartal,Halbjahr,Jahreszeit,Product_type,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,KielerWoche_0,KielerWoche_1
2013-07-03,111.885593514353,7.0,21.075,6.0,61.0,27,7,2013,3,2013-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-03,427.343258749983,7.0,21.075,6.0,61.0,27,7,2013,3,2013-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-03,210.260241465493,7.0,21.075,6.0,61.0,27,7,2013,3,2013-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-04,168.864940979931,7.0,18.85,7.0,20.0,27,7,2013,4,2013-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-04,454.859641347987,7.0,18.85,7.0,20.0,27,7,2013,4,2013-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-04,190.686641378586,7.0,18.85,7.0,20.0,27,7,2013,4,2013-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-04,61.490175369225,7.0,18.85,7.0,20.0,27,7,2013,4,2013-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-04,308.408167942149,7.0,18.85,7.0,20.0,27,7,2013,4,2013-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-05,355.518770367742,5.0,19.975,12.0,,27,7,2013,5,2013-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-05,86.7598614451924,5.0,19.975,12.0,,27,7,2013,5,2013-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-05,171.280754117955,5.0,19.975,12.0,,27,7,2013,5,2013-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-05,492.818804066088,5.0,19.975,12.0,,27,7,2013,5,2013-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-05,181.644870215041,5.0,19.975,12.0,,27,7,2013,5,2013-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-06,174.552359998476,0.0,18.9625,8.0,,27,7,2013,6,2013-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-06,631.906068038484,0.0,18.9625,8.0,,27,7,2013,6,2013-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-06,291.557959835153,0.0,18.9625,8.0,,27,7,2013,6,2013-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-06,80.6465768881107,0.0,18.9625,8.0,,27,7,2013,6,2013-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-06,361.866932797941,0.0,18.9625,8.0,,27,7,2013,6,2013-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-07,370.20960108863,0.0,21.375,9.0,,27,7,2013,7,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-07,94.6039024817053,0.0,21.375,9.0,,27,7,2013,7,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-07,279.665938833443,0.0,21.375,9.0,,27,7,2013,7,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-07,92.6377553788373,0.0,21.375,9.0,,27,7,2013,7,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-07,695.25572963054,0.0,21.375,9.0,,27,7,2013,7,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-08,135.500244042392,0.0,22.725,10.0,5.0,28,7,2013,1,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-08,538.529249911711,0.0,22.725,10.0,5.0,28,7,2013,1,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-08,195.158794309303,0.0,22.725,10.0,5.0,28,7,2013,1,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-08,49.5000238633042,0.0,22.725,10.0,5.0,28,7,2013,1,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-08,285.233382496522,0.0,22.725,10.0,5.0,28,7,2013,1,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-09,342.089345776475,0.0,23.275,8.0,,28,7,2013,2,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-09,75.2089975834558,0.0,23.275,8.0,,28,7,2013,2,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-09,245.808338509722,0.0,23.275,8.0,,28,7,2013,2,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-09,585.957264698849,0.0,23.275,8.0,,28,7,2013,2,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-09,136.048382778344,0.0,23.275,8.0,,28,7,2013,2,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-10,135.132314289581,2.0,19.6875,13.0,5.0,28,7,2013,3,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-10,567.365764527953,2.0,19.6875,13.0,5.0,28,7,2013,3,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-10,265.109142544045,2.0,19.6875,13.0,5.0,28,7,2013,3,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-10,73.8056511129258,2.0,19.6875,13.0,5.0,28,7,2013,3,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-10,343.353066508123,2.0,19.6875,13.0,5.0,28,7,2013,3,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-11,315.911756962233,0.0,21.375,12.0,5.0,28,7,2013,4,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-11,68.6330279122302,0.0,21.375,12.0,5.0,28,7,2013,4,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-11,569.109374584873,0.0,21.375,12.0,5.0,28,7,2013,4,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-11,138.549392636714,0.0,21.375,12.0,5.0,28,7,2013,4,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-11,234.65807920749,0.0,21.375,12.0,5.0,28,7,2013,4,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-12,101.447511461298,0.0,20.2875,7.0,,28,7,2013,5,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-12,600.267914678783,0.0,20.2875,7.0,,28,7,2013,5,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-12,290.199097765019,0.0,20.2875,7.0,,28,7,2013,5,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-12,362.802489634211,0.0,20.2875,7.0,,28,7,2013,5,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-13,74.2744737887665,1.0,20.125,12.0,,28,7,2013,6,2013-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-13,340.046632736531,1.0,20.125,12.0,,28,7,2013,6,2013-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-13,359.166188843392,1.0,20.125,12.0,,28,7,2013,6,2013-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-13,141.233309883732,1.0,20.125,12.0,,28,7,2013,6,2013-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-13,747.140776382576,1.0,20.125,12.0,,28,7,2013,6,2013-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-14,112.524365708762,5.0,17.6875,15.0,5.0,28,7,2013,7,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-14,777.048841669282,5.0,17.6875,15.0,5.0,28,7,2013,7,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-14,320.626816189556,5.0,17.6875,15.0,5.0,28,7,2013,7,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-14,115.271617188867,5.0,17.6875,15.0,5.0,28,7,2013,7,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-14,461.082124524619,5.0,17.6875,15.0,5.0,28,7,2013,7,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-15,99.4935305857439,6.0,18.7375,12.0,,29,7,2013,1,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-15,243.526401440661,6.0,18.7375,12.0,,29,7,2013,1,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-15,380.68369651152,6.0,18.7375,12.0,,29,7,2013,1,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-15,161.264677322182,6.0,18.7375,12.0,,29,7,2013,1,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-15,596.995099998235,6.0,18.7375,12.0,,29,7,2013,1,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-16,116.821358174215,1.0,21.1875,10.0,,29,7,2013,2,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-16,558.797138274201,1.0,21.1875,10.0,,29,7,2013,2,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-16,287.415464972525,1.0,21.1875,10.0,,29,7,2013,2,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-16,91.7796976081033,1.0,21.1875,10.0,,29,7,2013,2,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-16,320.43533597922,1.0,21.1875,10.0,,29,7,2013,2,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-17,150.572919592838,5.0,22.5125,8.0,,29,7,2013,3,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-17,628.325718978073,5.0,22.5125,8.0,,29,7,2013,3,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-17,301.777437970497,5.0,22.5125,8.0,,29,7,2013,3,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-17,396.99424714406,5.0,22.5125,8.0,,29,7,2013,3,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-18,300.398790118057,1.0,23.25,11.0,5.0,29,7,2013,4,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-18,250.426586853024,1.0,23.25,11.0,5.0,29,7,2013,4,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-18,89.2058404577425,1.0,23.25,11.0,5.0,29,7,2013,4,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-18,647.822253705942,1.0,23.25,11.0,5.0,29,7,2013,4,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-18,101.90072129658,1.0,23.25,11.0,5.0,29,7,2013,4,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-19,161.63511518654,3.0,22.475,16.0,5.0,29,7,2013,5,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-19,646.788959790823,3.0,22.475,16.0,5.0,29,7,2013,5,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-19,287.18828629416,3.0,22.475,16.0,5.0,29,7,2013,5,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-19,62.0636098816993,3.0,22.475,16.0,5.0,29,7,2013,5,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-19,369.400389277533,3.0,22.475,16.0,5.0,29,7,2013,5,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-20,346.154004294146,0.0,23.1875,8.0,,29,7,2013,6,2013-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-20,69.9369965472912,0.0,23.1875,8.0,,29,7,2013,6,2013-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-20,394.765674710477,0.0,23.1875,8.0,,29,7,2013,6,2013-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-20,843.051280035386,0.0,23.1875,8.0,,29,7,2013,6,2013-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-20,134.328076682024,0.0,23.1875,8.0,,29,7,2013,6,2013-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-21,66.2887578161955,0.0,26.375,8.0,,29,7,2013,7,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-21,815.942264195776,0.0,26.375,8.0,,29,7,2013,7,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-21,346.658236387984,0.0,26.375,8.0,,29,7,2013,7,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-21,82.6826868784511,0.0,26.375,8.0,,29,7,2013,7,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-21,287.443788531561,0.0,26.375,8.0,,29,7,2013,7,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-22,99.3353908053911,0.0,26.1,9.0,,30,7,2013,1,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-22,297.712614415266,0.0,26.1,9.0,,30,7,2013,1,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-22,356.484067206325,0.0,26.1,9.0,,30,7,2013,1,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-22,131.223948997842,0.0,26.1,9.0,,30,7,2013,1,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-22,647.682748973215,0.0,26.1,9.0,,30,7,2013,1,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-23,110.315246796665,0.0,24.95,12.0,,30,7,2013,2,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-23,691.043662205889,0.0,24.95,12.0,,30,7,2013,2,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-23,323.301431663341,0.0,24.95,12.0,,30,7,2013,2,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-23,70.5290024618065,0.0,24.95,12.0,,30,7,2013,2,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-23,316.29681714496,0.0,24.95,12.0,,30,7,2013,2,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-24,83.5816326885927,3.0,24.075,11.0,,30,7,2013,3,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-24,328.023102507764,3.0,24.075,11.0,,30,7,2013,3,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-24,327.339400651794,3.0,24.075,11.0,,30,7,2013,3,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-24,141.891908195545,3.0,24.075,11.0,,30,7,2013,3,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-24,698.340862077002,3.0,24.075,11.0,,30,7,2013,3,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-25,167.701216640907,2.0,23.0875,9.0,,30,7,2013,4,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-25,681.250768331783,2.0,23.0875,9.0,,30,7,2013,4,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-25,280.809721012322,2.0,23.0875,9.0,,30,7,2013,4,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-25,65.8902979709521,2.0,23.0875,9.0,,30,7,2013,4,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-25,303.192537586556,2.0,23.0875,9.0,,30,7,2013,4,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-26,147.272084366206,3.0,27.2625,6.0,,30,7,2013,5,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-26,718.016648132155,3.0,27.2625,6.0,,30,7,2013,5,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-26,352.293883343641,3.0,27.2625,6.0,,30,7,2013,5,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-26,53.1984562311259,3.0,27.2625,6.0,,30,7,2013,5,2013-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-07-26,331.522091778847,3.0,27.2625,6.0,,30,7,2013,5,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-27,358.892714466409,1.0,26.1625,10.0,,30,7,2013,6,2013-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-27,855.619095347599,1.0,26.1625,10.0,,30,7,2013,6,2013-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-27,161.403357795112,1.0,26.1625,10.0,,30,7,2013,6,2013-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-27,382.965879977945,1.0,26.1625,10.0,,30,7,2013,6,2013-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-28,86.0791432446654,4.0,24.8875,13.0,61.0,30,7,2013,7,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-28,871.802546455837,4.0,24.8875,13.0,61.0,30,7,2013,7,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-28,360.096105223697,4.0,24.8875,13.0,61.0,30,7,2013,7,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-28,437.824795495097,4.0,24.8875,13.0,61.0,30,7,2013,7,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-29,183.564164400591,1.0,22.7875,10.0,,31,7,2013,1,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-29,672.50214523923,1.0,22.7875,10.0,,31,7,2013,1,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-29,356.033434735079,1.0,22.7875,10.0,,31,7,2013,1,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-29,368.951029057165,1.0,22.7875,10.0,,31,7,2013,1,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-30,424.086156965952,5.0,21.075,13.0,21.0,31,7,2013,2,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-07-30,354.531775116541,5.0,21.075,13.0,21.0,31,7,2013,2,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-30,132.111640117897,5.0,21.075,13.0,21.0,31,7,2013,2,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-30,690.117757120039,5.0,21.075,13.0,21.0,31,7,2013,2,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-31,144.745431773143,5.0,20.275,16.0,65.0,31,7,2013,3,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-07-31,667.842224335937,5.0,20.275,16.0,65.0,31,7,2013,3,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-07-31,321.075920611583,5.0,20.275,16.0,65.0,31,7,2013,3,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-07-31,426.985804024935,5.0,20.275,16.0,65.0,31,7,2013,3,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-01,322.294307178179,6.0,23.4,7.0,21.0,31,8,2013,4,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-01,60.5614573229725,6.0,23.4,7.0,21.0,31,8,2013,4,2013-30,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-01,667.213719343287,6.0,23.4,7.0,21.0,31,8,2013,4,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-01,157.854023011106,6.0,23.4,7.0,21.0,31,8,2013,4,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-01,304.830310037868,6.0,23.4,7.0,21.0,31,8,2013,4,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-02,117.359342094889,0.0,31.4375,7.0,,31,8,2013,5,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-02,689.695100983376,0.0,31.4375,7.0,,31,8,2013,5,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-02,379.526700654912,0.0,31.4375,7.0,,31,8,2013,5,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-02,68.1222020855149,0.0,31.4375,7.0,,31,8,2013,5,2013-30,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-02,282.371517214865,0.0,31.4375,7.0,,31,8,2013,5,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-03,930.801703150498,4.0,23.3625,11.0,63.0,31,8,2013,6,2013-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-03,186.027178770079,4.0,23.3625,11.0,63.0,31,8,2013,6,2013-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-03,454.705780795563,4.0,23.3625,11.0,63.0,31,8,2013,6,2013-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-03,51.2749992906831,4.0,23.3625,11.0,63.0,31,8,2013,6,2013-30,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-03,399.283316370115,4.0,23.3625,11.0,63.0,31,8,2013,6,2013-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-04,67.1568816245378,3.0,23.05,8.0,,31,8,2013,7,2013-31,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-04,382.85648750844,3.0,23.05,8.0,,31,8,2013,7,2013-31,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-04,461.704848992483,3.0,23.05,8.0,,31,8,2013,7,2013-31,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-04,104.708216687715,3.0,23.05,8.0,,31,8,2013,7,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-04,862.752429028985,3.0,23.05,8.0,,31,8,2013,7,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-05,520.947179812455,0.0,25.8,10.0,,32,8,2013,1,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-05,331.615355447409,0.0,25.8,10.0,,32,8,2013,1,2013-31,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-05,146.775309890073,0.0,25.8,10.0,,32,8,2013,1,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-05,354.247243408463,0.0,25.8,10.0,,32,8,2013,1,2013-31,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-06,441.521507016938,5.0,22.225,13.0,,32,8,2013,2,2013-31,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-06,69.705360420462,5.0,22.225,13.0,,32,8,2013,2,2013-31,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-06,344.104806694018,5.0,22.225,13.0,,32,8,2013,2,2013-31,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-06,498.920948322354,5.0,22.225,13.0,,32,8,2013,2,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-06,131.956277381283,5.0,22.225,13.0,,32,8,2013,2,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-07,160.593417296116,4.0,19.2125,8.0,,32,8,2013,3,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-07,519.197204695832,4.0,19.2125,8.0,,32,8,2013,3,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-07,341.483544581514,4.0,19.2125,8.0,,32,8,2013,3,2013-31,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-07,83.1094116270633,4.0,19.2125,8.0,,32,8,2013,3,2013-31,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-07,423.850318191533,4.0,19.2125,8.0,,32,8,2013,3,2013-31,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-08,464.87537153539,7.0,16.975,12.0,20.0,32,8,2013,4,2013-31,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2013-08-08,96.7720958104522,7.0,16.975,12.0,20.0,32,8,2013,4,2013-31,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2013-08-08,298.005519792868,7.0,16.975,12.0,20.0,32,8,2013,4,2013-31,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2013-08-08,486.25509543792,7.0,16.975,12.0,20.0,32,8,2013,4,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2013-08-08,153.099424561652,7.0,16.975,12.0,20.0,32,8,2013,4,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-09,125.620344387906,4.0,20.3375,10.0,21.0,32,8,2013,5,2013-31,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2013-08-09,539.975155104136,4.0,20.3375,10.0,21.0,32,8,2013,5,2013-31,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
