,id,Datum,Warengruppe,Umsatz
54,1307115,2013-07-11,5,315.911756962233
55,1307121,2013-07-12,1,101.447511461298
56,1307122,2013-07-12,2,600.267914678783
57,1307123,2013-07-12,3,290.199097765019
58,1307125,2013-07-12,5,362.802489634211
59,1307131,2013-07-13,1,141.233309883732
60,1307132,2013-07-13,2,747.140776382576
61,1307133,2013-07-13,3,340.046632736531
62,1307134,2013-07-13,4,74.2744737887665
63,1307135,2013-07-13,5,359.166188843392
64,1307141,2013-07-14,1,112.524365708762
65,1307142,2013-07-14,2,777.048841669282
66,1307143,2013-07-14,3,320.626816189556
67,1307144,2013-07-14,4,115.271617188867
68,1307145,2013-07-14,5,461.082124524619
69,1307151,2013-07-15,1,161.264677322182
70,1307152,2013-07-15,2,596.995099998235
71,1307153,2013-07-15,3,243.526401440661
72,1307154,2013-07-15,4,99.4935305857439
73,1307155,2013-07-15,5,380.68369651152
74,1307161,2013-07-16,1,116.821358174215
75,1307162,2013-07-16,2,558.797138274201
76,1307163,2013-07-16,3,287.415464972525
77,1307164,2013-07-16,4,91.7796976081033
78,1307165,2013-07-16,5,320.43533597922
79,1307171,2013-07-17,1,150.572919592838
80,1307172,2013-07-17,2,628.325718978073
81,1307173,2013-07-17,3,301.777437970497
82,1307175,2013-07-17,5,396.99424714406
83,1307181,2013-07-18,1,101.90072129658
84,1307182,2013-07-18,2,647.822253705942
85,1307183,2013-07-18,3,250.426586853024
86,1307184,2013-07-18,4,89.2058404577425
87,1307185,2013-07-18,5,300.398790118057
88,1307191,2013-07-19,1,161.63511518654
89,1307192,2013-07-19,2,646.788959790823
90,1307193,2013-07-19,3,287.18828629416
91,1307194,2013-07-19,4,62.0636098816993
92,1307195,2013-07-19,5,369.400389277533
93,1307201,2013-07-20,1,134.328076682024
94,1307202,2013-07-20,2,843.051280035386
95,1307203,2013-07-20,3,394.765674710477
96,1307204,2013-07-20,4,69.9369965472912
97,1307205,2013-07-20,5,346.154004294146
98,1307211,2013-07-21,1,66.2887578161955
99,1307212,2013-07-21,2,815.942264195776
100,1307213,2013-07-21,3,346.658236387984
101,1307214,2013-07-21,4,82.6826868784511
102,1307215,2013-07-21,5,287.443788531561
103,1307221,2013-07-22,1,131.223948997842
104,1307222,2013-07-22,2,647.682748973215
105,1307223,2013-07-22,3,297.712614415266
106,1307224,2013-07-22,4,99.3353908053911
107,1307225,2013-07-22,5,356.484067206325
108,1307231,2013-07-23,1,110.315246796665
109,1307232,2013-07-23,2,691.043662205889
110,1307233,2013-07-23,3,323.301431663341
111,1307234,2013-07-23,4,70.5290024618065
112,1307235,2013-07-23,5,316.29681714496
113,1307241,2013-07-24,1,141.891908195545
114,1307242,2013-07-24,2,698.340862077002
115,1307243,2013-07-24,3,328.023102507764
116,1307244,2013-07-24,4,83.5816326885927
117,1307245,2013-07-24,5,327.339400651794
118,1307251,2013-07-25,1,167.701216640907
119,1307252,2013-07-25,2,681.250768331783
120,1307253,2013-07-25,3,280.809721012322
121,1307254,2013-07-25,4,65.8902979709521
122,1307255,2013-07-25,5,303.192537586556
123,1307261,2013-07-26,1,147.272084366206
124,1307262,2013-07-26,2,718.016648132155
125,1307263,2013-07-26,3,352.293883343641
126,1307264,2013-07-26,4,53.1984562311259
127,1307265,2013-07-26,5,331.522091778847
128,1307271,2013-07-27,1,161.403357795112
129,1307272,2013-07-27,2,855.619095347599
130,1307273,2013-07-27,3,382.965879977945
131,1307275,2013-07-27,5,358.892714466409
132,1307281,2013-07-28,1,86.0791432446654
133,1307282,2013-07-28,2,871.802546455837
134,1307283,2013-07-28,3,360.096105223697
135,1307285,2013-07-28,5,437.824795495097
136,1307291,2013-07-29,1,183.564164400591
137,1307292,2013-07-29,2,672.50214523923
138,1307293,2013-07-29,3,356.033434735079
139,1307295,2013-07-29,5,368.951029057165
140,1307301,2013-07-30,1,132.111640117897
141,1307302,2013-07-30,2,690.117757120039
142,1307303,2013-07-30,3,354.531775116541
143,1307305,2013-07-30,5,424.086156965952
144,1307311,2013-07-31,1,144.745431773143
145,1307312,2013-07-31,2,667.842224335937
146,1307313,2013-07-31,3,321.075920611583
147,1307315,2013-07-31,5,426.985804024935
148,1308011,2013-08-01,1,157.854023011106
149,1308012,2013-08-01,2,667.213719343287
150,1308013,2013-08-01,3,304.830310037868
151,1308014,2013-08-01,4,60.5614573229725
152,1308015,2013-08-01,5,322.294307178179
153,1308021,2013-08-02,1,117.359342094889
154,1308022,2013-08-02,2,689.695100983376
155,1308023,2013-08-02,3,379.526700654912
156,1308024,2013-08-02,4,68.1222020855149
157,1308025,2013-08-02,5,282.371517214865
158,1308031,2013-08-03,1,186.027178770079
159,1308032,2013-08-03,2,930.801703150498
160,1308033,2013-08-03,3,454.705780795563
161,1308034,2013-08-03,4,51.2749992906831
162,1308035,2013-08-03,5,399.283316370115
163,1308041,2013-08-04,1,104.708216687715
164,1308042,2013-08-04,2,862.752429028985
165,1308043,2013-08-04,3,382.85648750844
166,1308044,2013-08-04,4,67.1568816245378
167,1308045,2013-08-04,5,461.704848992483
168,1308051,2013-08-05,1,146.775309890073
169,1308052,2013-08-05,2,520.947179812455
170,1308053,2013-08-05,3,331.615355447409
171,1308055,2013-08-05,5,354.247243408463
172,1308061,2013-08-06,1,131.956277381283
173,1308062,2013-08-06,2,498.920948322354
174,1308063,2013-08-06,3,344.104806694018
175,1308064,2013-08-06,4,69.705360420462
176,1308065,2013-08-06,5,441.521507016938
177,1308071,2013-08-07,1,160.593417296116
178,1308072,2013-08-07,2,519.197204695832
179,1308073,2013-08-07,3,341.483544581514
180,1308074,2013-08-07,4,83.1094116270633
181,1308075,2013-08-07,5,423.850318191533
182,1308081,2013-08-08,1,153.099424561652
183,1308082,2013-08-08,2,486.25509543792
184,1308083,2013-08-08,3,298.005519792868
185,1308084,2013-08-08,4,96.7720958104522
186,1308085,2013-08-08,5,464.87537153539
187,1308091,2013-08-09,1,125.620344387906
188,1308092,2013-08-09,2,539.975155104136
189,1308093,2013-08-09,3,328.22992428157
190,1308094,2013-08-09,4,81.4817797241125
191,1308095,2013-08-09,5,450.085987485785
192,1308101,2013-08-10,1,185.177162656408
193,1308102,2013-08-10,2,614.511830668785
194,1308103,2013-08-10,3,351.617029216224
195,1308104,2013-08-10,4,59.9811123644503
196,1308105,2013-08-10,5,450.993337129113
197,1308111,2013-08-11,1,73.2088330039992
198,1308112,2013-08-11,2,666.9113081568
199,1308113,2013-08-11,3,341.033029953849
200,1308114,2013-08-11,4,60.7087857619079
201,1308115,2013-08-11,5,583.491717818235
202,1308121,2013-08-12,1,154.504729536697
203,1308122,2013-08-12,2,510.019126480035
204,1308123,2013-08-12,3,253.6233554703
205,1308124,2013-08-12,4,97.7406166426712
206,1308125,2013-08-12,5,356.026341718574
207,1308131,2013-08-13,1,134.064451548102
208,1308132,2013-08-13,2,535.403212817658
209,1308133,2013-08-13,3,271.591283834177
210,1308134,2013-08-13,4,113.863641914766
211,1308135,2013-08-13,5,344.643463915453
212,1308141,2013-08-14,1,156.972510536869
213,1308142,2013-08-14,2,520.123590697437
214,1308143,2013-08-14,3,309.116290264651
215,1308144,2013-08-14,4,105.567865241887
216,1308145,2013-08-14,5,441.253111778104
217,1308151,2013-08-15,1,164.763795399756
218,1308152,2013-08-15,2,538.231262832354
219,1308153,2013-08-15,3,266.575408936199
220,1308154,2013-08-15,4,59.7561020638342
221,1308155,2013-08-15,5,416.610037755781
222,1308161,2013-08-16,1,147.79799759804
223,1308162,2013-08-16,2,552.153714601025
224,1308163,2013-08-16,3,241.76897512804
225,1308164,2013-08-16,4,75.2564619591539
226,1308165,2013-08-16,5,344.468629393561
227,1308171,2013-08-17,1,221.630418006017
228,1308172,2013-08-17,2,583.657434231324
229,1308173,2013-08-17,3,280.170045804428
230,1308174,2013-08-17,4,96.5293135082104
231,1308175,2013-08-17,5,519.834929394153
232,1308181,2013-08-18,1,92.489778506026
233,1308182,2013-08-18,2,669.186211470815
234,1308183,2013-08-18,3,282.599786111443
235,1308184,2013-08-18,4,150.122396942697
236,1308185,2013-08-18,5,479.499541699925
237,1308191,2013-08-19,1,145.87913275728
238,1308192,2013-08-19,2,499.912512856933
239,1308193,2013-08-19,3,249.391160860983
240,1308194,2013-08-19,4,107.407999333161
241,1308195,2013-08-19,5,374.247117082749
242,1308201,2013-08-20,1,111.842396126739
243,1308202,2013-08-20,2,478.730297151576
244,1308203,2013-08-20,3,257.620799680939
245,1308204,2013-08-20,4,64.5022565329893
246,1308205,2013-08-20,5,340.090359959321
247,1308211,2013-08-21,1,125.336522713024
248,1308212,2013-08-21,2,440.815636456397
249,1308213,2013-08-21,3,271.133442105753
250,1308214,2013-08-21,4,65.9210119267558
251,1308215,2013-08-21,5,352.695324198643
252,1308221,2013-08-22,1,132.916428220302
253,1308222,2013-08-22,2,497.731338188322
254,1308223,2013-08-22,3,229.323435589195
255,1308224,2013-08-22,4,111.144301377526
256,1308225,2013-08-22,5,343.348933556103
257,1308231,2013-08-23,1,162.958958703106
258,1308232,2013-08-23,2,503.672089526472
259,1308233,2013-08-23,3,260.926195756112
260,1308234,2013-08-23,4,94.2272902889274
261,1308235,2013-08-23,5,375.317567662845
262,1308241,2013-08-24,1,201.543109556297
263,1308242,2013-08-24,2,707.94429725517
264,1308243,2013-08-24,3,282.401869590288
265,1308244,2013-08-24,4,124.737464409769
266,1308245,2013-08-24,5,536.196771958902
267,1308251,2013-08-25,1,83.0226725739551
268,1308252,2013-08-25,2,726.257649523775
269,1308253,2013-08-25,3,360.817001197227
270,1308254,2013-08-25,4,141.066888354584
271,1308255,2013-08-25,5,495.194334936839
272,1308261,2013-08-26,1,165.829031676714
273,1308262,2013-08-26,2,451.536740815421
274,1308263,2013-08-26,3,244.936370498996
275,1308264,2013-08-26,4,104.448858869003
276,1308265,2013-08-26,5,368.72576849632
277,1308271,2013-08-27,1,118.473650434102
278,1308272,2013-08-27,2,442.318352086176
279,1308273,2013-08-27,3,251.053043195831
280,1308274,2013-08-27,4,89.3398068106772
281,1308275,2013-08-27,5,305.77200439049
282,1308281,2013-08-28,1,108.876991442649
283,1308282,2013-08-28,2,418.297941202801
284,1308283,2013-08-28,3,225.878194718714
285,1308284,2013-08-28,4,87.5160458910728
286,1308285,2013-08-28,5,349.390973099531
287,1308291,2013-08-29,1,178.178023803315
288,1308292,2013-08-29,2,386.390267686346
289,1308293,2013-08-29,3,198.776407298801
290,1308294,2013-08-29,4,67.1751319746152
291,1308295,2013-08-29,5,396.454612761332
292,1308301,2013-08-30,1,133.150828452892
293,1308302,2013-08-30,2,492.141265198519
294,1308303,2013-08-30,3,184.252334847289
295,1308304,2013-08-30,4,77.9353068130843
296,1308305,2013-08-30,5,343.345686609289
297,1308311,2013-08-31,1,130.821314898435
298,1308312,2013-08-31,2,581.490537751984
299,1308313,2013-08-31,3,265.410807550213
300,1308314,2013-08-31,4,86.0077280021026
301,1308315,2013-08-31,5,344.096618940689
302,1309011,2013-09-01,1,95.9704314892471
303,1309012,2013-09-01,2,481.584829613001
304,1309013,2013-09-01,3,239.545084070735
305,1309014,2013-09-01,4,139.776992842103
306,1309015,2013-09-01,5,400.375251601544
307,1309021,2013-09-02,1,138.408723210465
308,1309022,2013-09-02,2,350.023432755307
309,1309023,2013-09-02,3,165.884794599896
310,1309024,2013-09-02,4,97.5577291094531
311,1309025,2013-09-02,5,236.082416986532
312,1309031,2013-09-03,1,138.825618927843
313,1309032,2013-09-03,2,357.401285676803
314,1309033,2013-09-03,3,174.655491296255
315,1309034,2013-09-03,4,66.7042185386037
316,1309035,2013-09-03,5,270.350123886175
317,1309041,2013-09-04,1,100.221969526295
318,1309042,2013-09-04,2,362.249371679536
319,1309043,2013-09-04,3,162.83743839423
320,1309044,2013-09-04,4,102.369988965095
321,1309045,2013-09-04,5,308.670506473354
322,1309051,2013-09-05,1,173.658100347255
323,1309052,2013-09-05,2,400.95010523182
324,1309053,2013-09-05,3,155.795527807677
325,1309054,2013-09-05,4,64.7180977987766
326,1309055,2013-09-05,5,309.022150561535
327,1309061,2013-09-06,1,171.415179710314
328,1309062,2013-09-06,2,395.673296994009
329,1309063,2013-09-06,3,183.372780096599
330,1309064,2013-09-06,4,79.6716952926438
331,1309065,2013-09-06,5,307.019415636833
332,1309071,2013-09-07,1,186.034060963767
333,1309072,2013-09-07,2,591.523547732665
334,1309073,2013-09-07,3,215.339022862711
335,1309074,2013-09-07,4,65.0128197234662
336,1309075,2013-09-07,5,447.991745678441
337,1309081,2013-09-08,1,88.8925958109828
338,1309082,2013-09-08,2,576.040699297842
339,1309083,2013-09-08,3,261.723925353895
340,1309084,2013-09-08,4,115.868951321453
341,1309085,2013-09-08,5,453.792300083562
342,1309091,2013-09-09,1,169.359968504942
343,1309092,2013-09-09,2,331.981293986457
344,1309093,2013-09-09,3,155.698998919682
345,1309094,2013-09-09,4,78.4321446410245
346,1309095,2013-09-09,5,266.740185481098
347,1309101,2013-09-10,1,89.6944536084346
348,1309102,2013-09-10,2,363.667829135983
349,1309103,2013-09-10,3,186.631885480156
350,1309104,2013-09-10,4,75.320737395332
351,1309105,2013-09-10,5,272.085784886284
352,1309111,2013-09-11,1,103.363686559795
353,1309112,2013-09-11,2,350.81380789681
354,1309113,2013-09-11,3,156.993834222857
355,1309114,2013-09-11,4,84.1743682721035
356,1309115,2013-09-11,5,266.283742487977
357,1309121,2013-09-12,1,106.474399987548
358,1309122,2013-09-12,2,354.282593212868
359,1309123,2013-09-12,3,128.957531070768
360,1309124,2013-09-12,4,79.9069125959926
361,1309125,2013-09-12,5,291.297115676725
362,1309131,2013-09-13,1,122.564626199915
363,1309132,2013-09-13,2,413.041864366013
364,1309133,2013-09-13,3,142.450922270702
365,1309134,2013-09-13,4,60.0423801030524
366,1309135,2013-09-13,5,306.313400312796
367,1309141,2013-09-14,1,174.938807466572
368,1309142,2013-09-14,2,530.825102628704
369,1309143,2013-09-14,3,230.524249936583
370,1309144,2013-09-14,4,68.6316728927997
371,1309145,2013-09-14,5,383.083373412478
372,1309151,2013-09-15,1,55.1960062296304
373,1309152,2013-09-15,2,494.908185078447
374,1309153,2013-09-15,3,199.525819245624
375,1309154,2013-09-15,4,150.947116904365
376,1309155,2013-09-15,5,368.235519264474
377,1309161,2013-09-16,1,146.760234890658
378,1309162,2013-09-16,2,363.701917843028
379,1309163,2013-09-16,3,150.458078596152
380,1309164,2013-09-16,4,68.5094924358894
381,1309165,2013-09-16,5,230.653426038182
382,1309171,2013-09-17,1,136.118044538363
383,1309172,2013-09-17,2,321.054881338889
384,1309173,2013-09-17,3,121.601419092438
385,1309174,2013-09-17,4,88.0432401860715
386,1309175,2013-09-17,5,320.526447004404
387,1309181,2013-09-18,1,152.255085210606
388,1309182,2013-09-18,2,327.413713418182
389,1309183,2013-09-18,3,123.430475306719
390,1309184,2013-09-18,4,81.9233275996418
391,1309185,2013-09-18,5,273.5407716877
392,1309191,2013-09-19,1,148.674992078993
393,1309192,2013-09-19,2,362.273757016504
394,1309193,2013-09-19,3,127.595436733938
395,1309194,2013-09-19,4,56.2795004974713
396,1309195,2013-09-19,5,300.262376130314
397,1309201,2013-09-20,1,110.159250328825
398,1309202,2013-09-20,2,375.16829079452
399,1309203,2013-09-20,3,119.995567870545
400,1309204,2013-09-20,4,87.4952661591497
401,1309205,2013-09-20,5,377.403500794794
402,1309211,2013-09-21,1,178.263887943827
403,1309212,2013-09-21,2,525.014097788583
404,1309213,2013-09-21,3,227.17812505778
405,1309214,2013-09-21,4,48.2782247656494
406,1309215,2013-09-21,5,320.960054511642
407,1309221,2013-09-22,1,86.6668973821597
408,1309222,2013-09-22,2,500.579617827733
409,1309223,2013-09-22,3,216.025597526986
410,1309224,2013-09-22,4,181.071825652617
411,1309225,2013-09-22,5,359.99538027315
412,1309231,2013-09-23,1,111.128410563554
413,1309232,2013-09-23,2,339.417738661045
414,1309233,2013-09-23,3,115.173949077037
415,1309234,2013-09-23,4,72.8638989817766
416,1309235,2013-09-23,5,293.881781699553
417,1309241,2013-09-24,1,139.64144576808
418,1309242,2013-09-24,2,314.00466178787
419,1309243,2013-09-24,3,107.515311254663
420,1309244,2013-09-24,4,91.9109696976559
421,1309245,2013-09-24,5,261.601833826599
422,1309251,2013-09-25,1,117.94119333604
423,1309252,2013-09-25,2,333.964687913619
424,1309253,2013-09-25,3,133.455357081465
425,1309254,2013-09-25,4,83.2754466610357
426,1309255,2013-09-25,5,298.284260355615
427,1309261,2013-09-26,1,203.314345156607
428,1309262,2013-09-26,2,348.862509645868
429,1309263,2013-09-26,3,111.331440019646
430,1309264,2013-09-26,4,52.9418817206733
431,1309265,2013-09-26,5,287.793533580575
432,1309271,2013-09-27,1,135.507291692088
433,1309272,2013-09-27,2,337.894647078396
434,1309273,2013-09-27,3,102.187864090432
435,1309274,2013-09-27,4,93.9440670728549
436,1309275,2013-09-27,5,283.206061885802
437,1309281,2013-09-28,1,134.613756840197
438,1309282,2013-09-28,2,578.156874149585
439,1309283,2013-09-28,3,247.995826181906
440,1309284,2013-09-28,4,98.4375774152303
441,1309285,2013-09-28,5,290.84887886944
442,1309291,2013-09-29,1,68.6316896995448
443,1309292,2013-09-29,2,503.155199518292
444,1309293,2013-09-29,3,194.986111359586
445,1309294,2013-09-29,4,148.939102156167
446,1309295,2013-09-29,5,304.830463976939
447,1309301,2013-09-30,1,156.502435955326
448,1309302,2013-09-30,2,360.827106059368
449,1309303,2013-09-30,3,141.992865332313
450,1309304,2013-09-30,4,98.1860676233875
451,1309305,2013-09-30,5,331.154356903853
452,1310011,2013-10-01,1,123.397540137977
453,1310012,2013-10-01,2,356.816079467772
454,1310013,2013-10-01,3,135.614594111775
455,1310014,2013-10-01,4,67.6549909234488
456,1310015,2013-10-01,5,351.590991371398
457,1310021,2013-10-02,1,196.720969158391
458,1310022,2013-10-02,2,423.688173539227
459,1310023,2013-10-02,3,156.465804020451
460,1310024,2013-10-02,4,119.813127526207
461,1310025,2013-10-02,5,322.880300414914
462,1310031,2013-10-03,1,75.2337302417469
463,1310032,2013-10-03,2,592.567211256288
464,1310033,2013-10-03,3,192.293311340733
465,1310034,2013-10-03,4,148.994652688514
466,1310035,2013-10-03,5,440.898116086485
467,1310041,2013-10-04,1,156.066122625816
468,1310042,2013-10-04,2,501.347948785726
469,1310043,2013-10-04,3,179.301551909794
470,1310044,2013-10-04,4,74.562061444226
471,1310045,2013-10-04,5,280.756383513395
472,1310051,2013-10-05,1,152.280762053885
473,1310052,2013-10-05,2,532.496621420318
474,1310053,2013-10-05,3,225.910066727439
475,1310054,2013-10-05,4,66.2032518834826
476,1310055,2013-10-05,5,326.993164913838
477,1310061,2013-10-06,1,92.4805772695364
478,1310062,2013-10-06,2,534.597184990357
479,1310063,2013-10-06,3,225.346819831364
480,1310064,2013-10-06,4,129.952199872951
481,1310065,2013-10-06,5,340.701203063945
482,1310071,2013-10-07,1,124.841544023845
483,1310072,2013-10-07,2,372.452301813743
484,1310073,2013-10-07,3,146.80201055568
485,1310074,2013-10-07,4,70.2008226210611
486,1310075,2013-10-07,5,318.481660598268
487,1310081,2013-10-08,1,96.867100978839
488,1310082,2013-10-08,2,324.616615610371
489,1310083,2013-10-08,3,179.71807625926
490,1310084,2013-10-08,4,73.2079831960351
491,1310085,2013-10-08,5,245.656923063522
492,1310091,2013-10-09,1,149.761758936995
493,1310092,2013-10-09,2,369.540618454844
494,1310093,2013-10-09,3,153.104643981133
495,1310094,2013-10-09,4,101.892689553858
496,1310095,2013-10-09,5,260.831242292014
497,1310101,2013-10-10,1,119.300284972145
498,1310102,2013-10-10,2,349.149490881751
499,1310103,2013-10-10,3,157.491453078096
500,1310104,2013-10-10,4,70.9668372971161
501,1310105,2013-10-10,5,266.156733546376
502,1310111,2013-10-11,1,123.2348187168
503,1310112,2013-10-11,2,349.112977802115
504,1310113,2013-10-11,3,166.021960265633
505,1310114,2013-10-11,4,75.3024074738754
506,1310115,2013-10-11,5,229.072309397699
507,1310121,2013-10-12,1,140.262421715801
508,1310122,2013-10-12,2,425.070804590291
509,1310123,2013-10-12,3,204.748697582742
510,1310124,2013-10-12,4,85.8339467852549
511,1310125,2013-10-12,5,273.221595297806
512,1310131,2013-10-13,1,42.9967926268111
513,1310132,2013-10-13,2,452.275706400622
514,1310133,2013-10-13,3,187.165299913108
515,1310134,2013-10-13,4,149.25084502852
516,1310135,2013-10-13,5,248.357762950889
517,1310141,2013-10-14,1,109.863744271226
518,1310142,2013-10-14,2,328.255116835268
519,1310143,2013-10-14,3,155.668175429767
520,1310144,2013-10-14,4,52.4609987818665
521,1310145,2013-10-14,5,270.419718876308
522,1310151,2013-10-15,1,130.431802598324
523,1310152,2013-10-15,2,354.885414944464
524,1310153,2013-10-15,3,127.284237581592
525,1310154,2013-10-15,4,93.0578771174161
526,1310155,2013-10-15,5,219.941750803178
527,1310161,2013-10-16,1,146.070583461057
528,1310162,2013-10-16,2,324.757529273156
529,1310163,2013-10-16,3,143.148086490441
530,1310164,2013-10-16,4,91.1515914626467
531,1310165,2013-10-16,5,288.91825808676
532,1310171,2013-10-17,1,89.9411837855476
533,1310172,2013-10-17,2,324.982641344802
534,1310173,2013-10-17,3,138.523531007126
535,1310174,2013-10-17,4,85.6188586141792
536,1310175,2013-10-17,5,244.428871611246
537,1310181,2013-10-18,1,111.233698203856
538,1310182,2013-10-18,2,321.70990029733
539,1310183,2013-10-18,3,154.060413787211
540,1310184,2013-10-18,4,65.0176982906717
541,1310185,2013-10-18,5,295.076856315502
542,1310191,2013-10-19,1,121.590860465012
543,1310192,2013-10-19,2,379.7774092487
544,1310193,2013-10-19,3,218.403804936665
545,1310194,2013-10-19,4,61.589080615236
546,1310195,2013-10-19,5,281.559213676245
547,1310201,2013-10-20,1,70.1419855298474
548,1310202,2013-10-20,2,437.66111375148
549,1310203,2013-10-20,3,184.738688804128
550,1310204,2013-10-20,4,124.018841960182
551,1310205,2013-10-20,5,229.516910132085
552,1310211,2013-10-21,1,122.987868193302
553,1310212,2013-10-21,2,312.390458346719
554,1310213,2013-10-21,3,158.600060112572
555,1310214,2013-10-21,4,71.2443638417337
556,1310215,2013-10-21,5,187.562777604076
557,1310221,2013-10-22,1,111.927088663048
558,1310222,2013-10-22,2,367.731628638611
559,1310223,2013-10-22,3,124.349835290535
560,1310224,2013-10-22,4,96.9923094777322
561,1310225,2013-10-22,5,255.793613767243
562,1310231,2013-10-23,1,125.816016210178
563,1310232,2013-10-23,2,339.191026703081
564,1310233,2013-10-23,3,127.206231759846
565,1310234,2013-10-23,4,94.6638761998211
566,1310235,2013-10-23,5,271.192325022255
567,1310241,2013-10-24,1,123.163406361057
568,1310242,2013-10-24,2,347.147339698928
569,1310243,2013-10-24,3,156.231332746406
570,1310244,2013-10-24,4,95.9995140166535
571,1310245,2013-10-24,5,246.175469323983
572,1310246,2013-10-24,6,41.8130384176761
573,1310251,2013-10-25,1,113.661858634409
574,1310252,2013-10-25,2,331.531922475238
575,1310253,2013-10-25,3,160.591057645463
576,1310254,2013-10-25,4,70.0532365692146
577,1310255,2013-10-25,5,262.479741759397
578,1310256,2013-10-25,6,16.4108759321994
579,1310261,2013-10-26,1,161.678805315967
580,1310262,2013-10-26,2,403.176380323358
581,1310263,2013-10-26,3,189.242202262172
582,1310264,2013-10-26,4,63.040579010536
583,1310265,2013-10-26,5,260.812943526863
584,1310266,2013-10-26,6,18.5744577876439
585,1310271,2013-10-27,1,102.355195816072
586,1310272,2013-10-27,2,541.86792448218
587,1310273,2013-10-27,3,190.712737133049
588,1310274,2013-10-27,4,186.537638448479
589,1310275,2013-10-27,5,292.452459619799
590,1310276,2013-10-27,6,24.6400839236906
591,1310281,2013-10-28,1,129.482192717092
592,1310282,2013-10-28,2,358.47390890485
593,1310283,2013-10-28,3,133.336139828081
594,1310284,2013-10-28,4,74.3238360664755
595,1310285,2013-10-28,5,196.841869220639
596,1310291,2013-10-29,1,112.285893935052
597,1310292,2013-10-29,2,343.382554561478
598,1310293,2013-10-29,3,140.485738793355
599,1310294,2013-10-29,4,74.735898673334
600,1310295,2013-10-29,5,194.050358871373
601,1310296,2013-10-29,6,43.5153660789191
602,1310301,2013-10-30,1,121.506077008915
603,1310302,2013-10-30,2,315.521819776895
604,1310303,2013-10-30,3,130.066409188398
605,1310304,2013-10-30,4,48.1084083947754
606,1310305,2013-10-30,5,295.266893345374
607,1310306,2013-10-30,6,38.8942676789686
608,1310311,2013-10-31,1,133.723541287582
609,1310312,2013-10-31,2,297.251141804671
610,1310313,2013-10-31,3,131.888004220895
611,1310314,2013-10-31,4,85.5171451600742
612,1310315,2013-10-31,5,242.152859667865
613,1310316,2013-10-31,6,16.8022951787266
614,1311011,2013-11-01,1,100.182160485504
615,1311012,2013-11-01,2,336.018177940212
616,1311013,2013-11-01,3,131.595462324601
617,1311014,2013-11-01,4,91.3424292969203
618,1311015,2013-11-01,5,273.370278323609
619,1311016,2013-11-01,6,48.6054000047875
620,1311021,2013-11-02,1,149.172348030766
621,1311022,2013-11-02,2,433.411475491698
622,1311023,2013-11-02,3,196.1559913362
623,1311024,2013-11-02,4,60.8349248921595
624,1311025,2013-11-02,5,225.660926756768
625,1311026,2013-11-02,6,70.1309361215906
626,1311031,2013-11-03,1,97.4532740046654
627,1311032,2013-11-03,2,549.620047848044
628,1311033,2013-11-03,3,170.032963538546
